arrival_time,capacity,company_name,date,destination,flying_class,flying_number,flying_type,source,ticket_price
08:00,2,Iraqi,دوشنبه 23 مرداد,MHD,B737 MAXC,1161,بیزنس-چارتری,BGW,"10,440,200"
10:00,5,BAGHDAD,دوشنبه 20 شهریور,MHD,737Y,563,چارتری,BGW,"8,500,000"
09:00,5,BAGHDAD,دوشنبه 20 شهریور,MHD,A8,563,چارتری,BGW,"9,817,900"
08:00,9,Iraqi,یکشنبه 19 شهریور,MHD,B737 MAXY,1161,چارتری,BGW,"7,269,000"
07:00,5,BAGHDAD,یکشنبه 19 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
08:00,2,Iraqi,یکشنبه 19 شهریور,MHD,B737 MAXC,1161,بیزنس-چارتری,BGW,"10,440,200"
18:30,6,Iraqi,شنبه 18 شهریور,MHD,Y,161,چارتری,BGW,"7,051,997"
18:30,6,Iraqi,شنبه 18 شهریور,MHD,Y,161,چارتری,BGW,"7,118,294"
18:30,8,Iraqi,شنبه 18 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,269,000"
08:00,5,BAGHDAD,شنبه 18 شهریور,MHD,Y,563,چارتری,BGW,"8,084,000"
08:00,5,BAGHDAD,شنبه 18 شهریور,MHD,Y,563,چارتری,BGW,"8,160,000"
08:00,5,BAGHDAD,شنبه 18 شهریور,MHD,737Y,563,چارتری,BGW,"8,500,000"
18:30,9,Iraqi,پنج شنبه 16 شهریور,MHD,Y,161,چارتری,BGW,"7,051,997"
18:30,9,Iraqi,پنج شنبه 16 شهریور,MHD,Y,161,چارتری,BGW,"7,118,294"
18:30,6,Iraqi,پنج شنبه 16 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,213,949"
18:30,6,Iraqi,پنج شنبه 16 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,269,000"
17:35,5,BAGHDAD,پنج شنبه 16 شهریور,MHD,Y,561,چارتری,BGW,"8,084,000"
17:35,5,BAGHDAD,پنج شنبه 16 شهریور,MHD,Y,561,چارتری,BGW,"8,160,000"
18:30,9,Iraqi,پنج شنبه 16 شهریور,MHD,Y,161,چارتری,BGW,"8,413,200"
17:35,5,BAGHDAD,پنج شنبه 16 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
17:35,5,BAGHDAD,پنج شنبه 16 شهریور,MHD,A8,561,چارتری,BGW,"9,918,700"
18:30,2,Iraqi,پنج شنبه 16 شهریور,MHD,B737 MAXC,161,چارتری,BGW,"10,351,534"
07:00,5,BAGHDAD,چهارشنبه 15 شهریور,MHD,Y,561,چارتری,BGW,"8,084,000"
07:00,5,BAGHDAD,چهارشنبه 15 شهریور,MHD,Y,561,چارتری,BGW,"8,160,000"
07:00,5,BAGHDAD,چهارشنبه 15 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
07:00,9,Iraqi,سه شنبه 14 شهریور,MHD,Y,117,چارتری,BGW,"7,118,294"
07:00,4,Iraqi,سه شنبه 14 شهریور,MHD,B737 MAXY,117,چارتری,BGW,"7,213,949"
08:00,5,BAGHDAD,سه شنبه 14 شهریور,MHD,Y,561,چارتری,BGW,"8,160,000"
08:00,5,BAGHDAD,سه شنبه 14 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
10:00,5,BAGHDAD,دوشنبه 13 شهریور,MHD,Y,563,چارتری,BGW,"8,084,000"
09:00,9,BAGHDAD,دوشنبه 13 شهریور,MHD,Y,563,چارتری,BGW,"8,159,788"
10:00,5,BAGHDAD,دوشنبه 13 شهریور,MHD,Y,563,چارتری,BGW,"8,160,000"
09:00,9,BAGHDAD,دوشنبه 13 شهریور,MHD,Y,563,چارتری,BGW,"8,236,500"
10:00,5,BAGHDAD,دوشنبه 13 شهریور,MHD,737Y,563,چارتری,BGW,"8,500,000"
08:00,9,Iraqi,یکشنبه 12 شهریور,MHD,Y,1161,چارتری,BGW,"7,051,997"
08:00,9,Iraqi,یکشنبه 12 شهریور,MHD,Y,1161,چارتری,BGW,"7,118,294"
08:00,8,Iraqi,یکشنبه 12 شهریور,MHD,B737 MAXY,1161,چارتری,BGW,"7,213,949"
08:00,8,Iraqi,یکشنبه 12 شهریور,MHD,B737 MAXY,1161,چارتری,BGW,"7,269,000"
07:00,5,BAGHDAD,یکشنبه 12 شهریور,MHD,Y,561,چارتری,BGW,"8,084,000"
07:00,5,BAGHDAD,یکشنبه 12 شهریور,MHD,Y,561,چارتری,BGW,"8,160,000"
07:00,5,BAGHDAD,یکشنبه 12 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
08:00,2,Iraqi,یکشنبه 12 شهریور,MHD,B737 MAXC,1161,چارتری,BGW,"10,351,534"
08:00,2,Iraqi,یکشنبه 12 شهریور,MHD,B737 MAXC,1161,بیزنس-چارتری,BGW,"10,440,200"
18:30,9,Iraqi,شنبه 11 شهریور,MHD,Y,161,چارتری,BGW,"7,051,997"
18:30,9,Iraqi,شنبه 11 شهریور,MHD,Y,161,چارتری,BGW,"7,118,294"
18:30,8,Iraqi,شنبه 11 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,213,949"
18:30,8,Iraqi,شنبه 11 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,269,000"
08:00,5,BAGHDAD,شنبه 11 شهریور,MHD,Y,563,چارتری,BGW,"8,084,000"
08:00,5,BAGHDAD,شنبه 11 شهریور,MHD,Y,563,چارتری,BGW,"8,160,000"
08:00,5,BAGHDAD,شنبه 11 شهریور,MHD,737Y,563,چارتری,BGW,"8,500,000"
07:00,2,Iraqi,سه شنبه 24 مرداد,MHD,B737 MAXC,117,بیزنس-چارتری,BGW,"10,440,200"
18:30,9,Iraqi,پنج شنبه 09 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,213,949"
18:30,9,Iraqi,پنج شنبه 09 شهریور,MHD,Y,161,چارتری,BGW,"7,262,458"
18:30,9,Iraqi,پنج شنبه 09 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,269,000"
17:35,5,BAGHDAD,پنج شنبه 09 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
17:35,5,BAGHDAD,پنج شنبه 09 شهریور,MHD,A8,561,چارتری,BGW,"9,714,900"
18:30,2,Iraqi,پنج شنبه 09 شهریور,MHD,B737 MAXC,161,چارتری,BGW,"10,351,534"
18:30,2,Iraqi,پنج شنبه 09 شهریور,MHD,B737 MAXC,161,بیزنس-چارتری,BGW,"10,440,200"
18:30,2,Iraqi,پنج شنبه 16 شهریور,MHD,B737 MAXC,161,بیزنس-چارتری,BGW,"10,440,200"
18:30,9,Iraqi,پنج شنبه 16 شهریور,MHD,J,161,چارتری,BGW,"11,942,900"
08:00,9,Iraqi,چهارشنبه 08 شهریور,MHD,B737 MAXY,1161,چارتری,BGW,"7,269,000"
07:00,5,BAGHDAD,چهارشنبه 08 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
08:00,2,Iraqi,چهارشنبه 08 شهریور,MHD,B737 MAXC,1161,بیزنس-چارتری,BGW,"10,440,200"
07:00,5,Iraqi,سه شنبه 07 شهریور,MHD,B737 MAXY,117,چارتری,BGW,"7,269,000"
08:00,5,BAGHDAD,سه شنبه 07 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
07:00,2,Iraqi,سه شنبه 07 شهریور,MHD,B737 MAXC,117,بیزنس-چارتری,BGW,"10,440,200"
07:00,5,Iraqi,سه شنبه 04 مهر,MHD,B737 MAXY,117,چارتری,BGW,"7,269,000"
08:00,5,BAGHDAD,سه شنبه 04 مهر,MHD,737Y,561,چارتری,BGW,"8,500,000"
10:00,5,BAGHDAD,دوشنبه 03 مهر,MHD,737Y,563,چارتری,BGW,"8,500,000"
08:00,8,Iraqi,یکشنبه 02 مهر,MHD,B737 MAXY,1161,چارتری,BGW,"7,269,000"
07:00,5,BAGHDAD,یکشنبه 02 مهر,MHD,737Y,561,چارتری,BGW,"8,500,000"
08:00,2,Iraqi,یکشنبه 02 مهر,MHD,B737 MAXC,1161,بیزنس-چارتری,BGW,"10,440,200"
18:30,8,Iraqi,شنبه 01 مهر,MHD,B737 MAXY,161,چارتری,BGW,"7,269,000"
08:00,5,BAGHDAD,شنبه 01 مهر,MHD,737Y,563,چارتری,BGW,"8,500,000"
18:30,8,Iraqi,پنج شنبه 30 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,269,000"
17:35,5,BAGHDAD,پنج شنبه 30 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
18:30,2,Iraqi,پنج شنبه 30 شهریور,MHD,B737 MAXC,161,بیزنس-چارتری,BGW,"10,440,200"
07:00,5,BAGHDAD,چهارشنبه 29 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
07:00,9,Iraqi,سه شنبه 28 شهریور,MHD,Y,117,چارتری,BGW,"7,051,997"
07:00,9,Iraqi,سه شنبه 28 شهریور,MHD,Y,117,چارتری,BGW,"7,118,294"
07:00,8,Iraqi,سه شنبه 28 شهریور,MHD,B737 MAXY,117,چارتری,BGW,"7,213,949"
07:00,5,Iraqi,سه شنبه 28 شهریور,MHD,B737 MAXY,117,چارتری,BGW,"7,269,000"
08:00,5,BAGHDAD,سه شنبه 28 شهریور,MHD,Y,561,چارتری,BGW,"8,084,000"
08:00,5,BAGHDAD,سه شنبه 28 شهریور,MHD,Y,561,چارتری,BGW,"8,160,000"
07:00,9,Iraqi,سه شنبه 28 شهریور,MHD,Y,117,چارتری,BGW,"8,297,300"
08:00,5,BAGHDAD,سه شنبه 28 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
08:00,5,BAGHDAD,سه شنبه 28 شهریور,MHD,A8,561,چارتری,BGW,"9,820,300"
10:00,5,BAGHDAD,دوشنبه 27 شهریور,MHD,Y,563,چارتری,BGW,"8,160,000"
09:00,9,BAGHDAD,دوشنبه 27 شهریور,MHD,Y,563,چارتری,BGW,"8,236,500"
10:00,5,BAGHDAD,دوشنبه 27 شهریور,MHD,737Y,563,چارتری,BGW,"8,500,000"
08:00,9,Iraqi,یکشنبه 26 شهریور,MHD,Y,1161,چارتری,BGW,"7,048,507"
08:00,9,Iraqi,یکشنبه 26 شهریور,MHD,Y,1161,چارتری,BGW,"7,118,294"
08:00,8,Iraqi,یکشنبه 26 شهریور,MHD,B737 MAXY,1161,چارتری,BGW,"7,213,949"
08:00,8,Iraqi,یکشنبه 26 شهریور,MHD,B737 MAXY,1161,چارتری,BGW,"7,269,000"
07:00,5,BAGHDAD,یکشنبه 26 شهریور,MHD,Y,561,چارتری,BGW,"8,080,000"
07:00,5,BAGHDAD,یکشنبه 26 شهریور,MHD,Y,561,چارتری,BGW,"8,160,000"
07:00,5,BAGHDAD,یکشنبه 26 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
08:00,2,Iraqi,یکشنبه 26 شهریور,MHD,B737 MAXC,1161,چارتری,BGW,"10,351,534"
08:00,2,Iraqi,یکشنبه 26 شهریور,MHD,B737 MAXC,1161,بیزنس-چارتری,BGW,"10,440,200"
18:30,8,Iraqi,شنبه 25 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,269,000"
08:00,5,BAGHDAD,شنبه 25 شهریور,MHD,737Y,563,چارتری,BGW,"8,500,000"
18:30,9,Iraqi,پنج شنبه 23 شهریور,MHD,Y,161,چارتری,BGW,"7,051,997"
18:30,9,Iraqi,پنج شنبه 23 شهریور,MHD,Y,161,چارتری,BGW,"7,118,294"
18:30,8,Iraqi,پنج شنبه 23 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,213,949"
18:30,8,Iraqi,پنج شنبه 23 شهریور,MHD,Y,161,چارتری,BGW,"7,262,458"
18:30,6,Iraqi,پنج شنبه 23 شهریور,MHD,B737 MAXY,161,چارتری,BGW,"7,269,000"
17:35,5,BAGHDAD,پنج شنبه 23 شهریور,MHD,Y,561,چارتری,BGW,"8,084,000"
17:35,5,BAGHDAD,پنج شنبه 23 شهریور,MHD,Y,561,چارتری,BGW,"8,160,000"
17:35,5,BAGHDAD,پنج شنبه 23 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
17:35,5,BAGHDAD,پنج شنبه 23 شهریور,MHD,A8,561,چارتری,BGW,"9,821,300"
18:30,2,Iraqi,پنج شنبه 23 شهریور,MHD,B737 MAXC,161,چارتری,BGW,"10,351,534"
07:00,5,BAGHDAD,چهارشنبه 22 شهریور,MHD,737Y,561,چارتری,BGW,"8,500,000"
07:00,5,BAGHDAD,چهارشنبه 22 شهریور,MHD,A8,563,چارتری,BGW,"9,817,900"
09:00,8,Iraqi,دوشنبه 03 مهر,IKA,B737 MAXY,1111,چارتری,BGW,"5,258,700"
09:00,8,Iraqi,یکشنبه 02 مهر,IKA,B737 MAXY,1111,چارتری,BGW,"5,258,700"
16:00,8,Iraqi,شنبه 01 مهر,IKA,B737 MAXY,113,چارتری,BGW,"5,258,700"
14:45,5,BAGHDAD,شنبه 01 مهر,IKA,737Y,551,چارتری,BGW,"8,500,000"
09:00,8,Iraqi,جمعه 31 شهریور,IKA,B737 MAXY,1111,چارتری,BGW,"5,258,700"
18:30,2,Iraqi,پنج شنبه 23 شهریور,MHD,B737 MAXC,161,بیزنس-چارتری,BGW,"10,440,200"
09:00,8,Iraqi,چهارشنبه 29 شهریور,IKA,B737 MAXY,1111,چارتری,BGW,"5,258,700"
09:00,8,Iraqi,دوشنبه 27 شهریور,IKA,B737 MAXY,1111,چارتری,BGW,"5,258,700"
09:00,8,Iraqi,یکشنبه 26 شهریور,IKA,B737 MAXY,1111,چارتری,BGW,"5,258,700"
16:00,9,Iraqi,شنبه 25 شهریور,IKA,Y,113,چارتری,BGW,"5,101,457"
16:00,9,Iraqi,شنبه 25 شهریور,IKA,B737 MAXY,113,چارتری,BGW,"5,224,958"
16:00,9,Iraqi,شنبه 25 شهریور,IKA,B737 MAXY,113,چارتری,BGW,"5,258,700"
16:00,9,Iraqi,شنبه 25 شهریور,IKA,Y,113,چارتری,BGW,"6,176,200"
14:45,9,BAGHDAD,شنبه 25 شهریور,IKA,Y,551,چارتری,BGW,"6,239,838"
14:45,5,BAGHDAD,شنبه 25 شهریور,IKA,737Y,551,چارتری,BGW,"8,500,000"
09:00,8,Iraqi,جمعه 24 شهریور,IKA,B737 MAXY,1111,چارتری,BGW,"5,258,700"
09:00,8,Iraqi,چهارشنبه 22 شهریور,IKA,B737 MAXY,1111,چارتری,BGW,"5,258,700"
04:30,7,Airtour,پنج شنبه 30 شهریور,IKA,A310Y,9713,با ضمانت-سیستمی,BJV,"9,000,000"
04:30,4,Airtour,پنج شنبه 30 شهریور,IKA,A310J,9713,با ضمانت-سیستمی بیزنس,BJV,"15,000,000"
04:30,7,Airtour,پنج شنبه 16 شهریور,IKA,A310Y,9713,با ضمانت-سیستمی,BJV,"9,000,000"
04:30,4,Airtour,پنج شنبه 16 شهریور,IKA,A310J,9713,با ضمانت-سیستمی بیزنس,BJV,"15,000,000"
04:30,7,Airtour,پنج شنبه 02 شهریور,IKA,A310Y,9713,با ضمانت-سیستمی,BJV,"8,000,000"
04:30,5,Airtour,پنج شنبه 02 شهریور,IKA,A310J,9713,با ضمانت-سیستمی بیزنس,BJV,"12,000,000"
04:30,7,Airtour,پنج شنبه 19 مرداد,IKA,A310Y,9713,با ضمانت-سیستمی,BJV,"6,500,000"
04:30,4,Airtour,پنج شنبه 19 مرداد,IKA,A310J,9713,با ضمانت-سیستمی بیزنس,BJV,"9,000,000"
04:30,7,Airtour,پنج شنبه 12 مرداد,IKA,A310Y57,9713,با ضمانت-سیستمی,BJV,"5,000,000"
04:30,5,Airtour,پنج شنبه 12 مرداد,IKA,A310J,9713,با ضمانت-سیستمی بیزنس,BJV,"8,000,000"
04:30,3,Airtour,پنج شنبه 26 مرداد,IKA,A310Y,9713,با ضمانت-سیستمی,BJV,"9,000,000"
04:30,5,Airtour,پنج شنبه 26 مرداد,IKA,A310J,9713,با ضمانت-سیستمی بیزنس,BJV,"12,000,000"
04:30,7,Airtour,پنج شنبه 09 شهریور,IKA,A310Y,9713,با ضمانت-سیستمی,BJV,"8,000,000"
04:30,5,Airtour,پنج شنبه 09 شهریور,IKA,A310J,9713,با ضمانت-سیستمی بیزنس,BJV,"15,000,000"
04:30,7,Airtour,پنج شنبه 23 شهریور,IKA,A310Y,9713,با ضمانت-سیستمی,BJV,"9,000,000"
04:30,4,Airtour,پنج شنبه 23 شهریور,IKA,A310J,9713,با ضمانت-سیستمی بیزنس,BJV,"15,000,000"
17:25,موجود,Iranair,شنبه 25 شهریور,THR,F-100Y,459,با ضمانت-سیستمی,BND,"1,696,500"
22:15,موجود,Mahan,شنبه 25 شهریور,THR,310-EQV-DOMY_D,4592,با ضمانت-سیستمی,BND,"1,696,700"
22:15,موجود,Mahan,شنبه 25 شهریور,THR,310-EQV-DOMC_D,4592,با ضمانت-سیستمی بیزنس,BND,"3,257,800"
17:25,موجود,Iranair,دوشنبه 20 شهریور,THR,F-100Y,459,با ضمانت-سیستمی,BND,"1,696,500"
22:15,موجود,Mahan,شنبه 18 شهریور,THR,310-EQV-DOMY_D,4592,با ضمانت-سیستمی,BND,"1,696,700"
22:15,موجود,Mahan,شنبه 18 شهریور,THR,310-EQV-DOMC_D,4592,با ضمانت-سیستمی بیزنس,BND,"3,257,800"
18:25,موجود,Iranair,چهارشنبه 15 شهریور,THR,F-100Y,459,با ضمانت-سیستمی,BND,"1,696,500"
08:50,موجود,Mahan,چهارشنبه 15 شهریور,THR,310-EQV-DOMY_D,1094,با ضمانت-سیستمی,BND,"1,696,700"
08:50,موجود,Mahan,چهارشنبه 15 شهریور,THR,310-EQV-DOMC_D,1094,با ضمانت-سیستمی بیزنس,BND,"3,257,800"
17:25,موجود,Iranair,دوشنبه 13 شهریور,THR,F-100Y,459,با ضمانت-سیستمی,BND,"1,696,500"
17:25,موجود,Iranair,شنبه 11 شهریور,THR,F-100Y,459,با ضمانت-سیستمی,BND,"1,696,500"
17:25,9,Iranair,شنبه 11 شهریور,THR,F100Y,459,,BND,"1,696,500"
17:25,9,Iranair,شنبه 11 شهریور,THR,Y,459,,BND,"1,696,500"
18:25,موجود,Iranair,چهارشنبه 08 شهریور,THR,F-100Y,459,با ضمانت-سیستمی,BND,"1,696,500"
08:50,موجود,Mahan,چهارشنبه 08 شهریور,THR,310-EQV-DOMY_D,1094,با ضمانت-سیستمی,BND,"1,696,700"
20:45,8,Airtour,چهارشنبه 08 شهریور,THR,MD82Y,913,با ضمانت-سیستمی,BND,"1,696,700"
08:50,موجود,Mahan,چهارشنبه 08 شهریور,THR,310-EQV-DOMC_D,1094,با ضمانت-سیستمی بیزنس,BND,"3,257,800"
18:25,موجود,Iranair,چهارشنبه 22 شهریور,THR,F-100Y,459,با ضمانت-سیستمی,BND,"1,696,500"
08:50,موجود,Mahan,چهارشنبه 22 شهریور,THR,310-EQV-DOMY_D,1094,با ضمانت-سیستمی,BND,"1,696,700"
08:50,موجود,Mahan,چهارشنبه 22 شهریور,THR,310-EQV-DOMC_D,1094,با ضمانت-سیستمی بیزنس,BND,"3,257,800"
01:50,موجود,Karun,شنبه 21 مرداد,AWZ,733LE,2630,با ضمانت-سیستمی,BND,"1,345,000"
01:50,موجود,Karun,شنبه 21 مرداد,AWZ,733TOR,2630,با ضمانت-خدمات گردشگری,BND,"1,950,000"
01:50,موجود,Karun,شنبه 21 مرداد,AWZ,733TOR,2630,با ضمانت-خدمات گردشگری,BND,"2,190,000"
21:00,موجود,Karun,یکشنبه 15 مرداد,AWZ,50 TOR,2630,با ضمانت-خدمات گردشگری,BND,"2,190,000"
23:30,7,Kish,یکشنبه 29 مرداد,KIH,Y,7063,با ضمانت-چارتری,BND,"856,100"
23:30,5,Kish,یکشنبه 29 مرداد,KIH,Y,7063,با ضمانت-چارتری,BND,"865,000"
23:30,5,Kish,یکشنبه 29 مرداد,KIH,Y,7063,چارتری,BND,"880,000"
23:30,7,Kish,یکشنبه 29 مرداد,KIH,Y,7063,چارتری,BND,"880,000"
23:30,4,Kish,یکشنبه 29 مرداد,KIH,M88Y,7063,چارتری,BND,"890,000"
23:30,9,Kish,یکشنبه 22 مرداد,KIH,Y,7063,با ضمانت-چارتری,BND,"856,100"
23:30,5,Kish,یکشنبه 22 مرداد,KIH,Y,7063,با ضمانت-چارتری,BND,"865,000"
23:30,5,Kish,یکشنبه 22 مرداد,KIH,M88Y,7063,چارتری,BND,"880,000"
23:30,5,Kish,یکشنبه 22 مرداد,KIH,Y,7063,چارتری,BND,"880,000"
14:00,2,Kish,پنج شنبه 19 مرداد,KIH,M82Y,7063,چارتری,BND,"842,000"
14:00,2,Kish,پنج شنبه 19 مرداد,KIH,Y,7063,چارتری,BND,"844,000"
14:00,3,Kish,پنج شنبه 19 مرداد,KIH,Y,7063,با ضمانت-چارتری,BND,"845,600"
14:00,7,Kish,پنج شنبه 19 مرداد,KIH,Y,7063,با ضمانت-چارتری,BND,"856,100"
14:00,5,Kish,پنج شنبه 19 مرداد,KIH,M88Y,7063,چارتری,BND,"859,720"
14:00,2,Kish,پنج شنبه 19 مرداد,KIH,Y,7063,چارتری,BND,"860,000"
14:00,2,Kish,پنج شنبه 19 مرداد,KIH,Y,7063,چارتری,BND,"860,000"
14:00,2,Kish,پنج شنبه 19 مرداد,KIH,Y,7063,چارتری,BND,"867,000"
14:00,5,Kish,پنج شنبه 19 مرداد,KIH,M88Y,7063,چارتری,BND,"880,000"
14:00,7,Kish,پنج شنبه 19 مرداد,KIH,Y,7063,چارتری,BND,"880,000"
20:00,موجود,Qeshm,چهارشنبه 18 مرداد,KIH,100A,1314,با ضمانت-سیستمی,BND,"898,300"
23:30,موجود,Kish,یکشنبه 15 مرداد,KIH,MD8RR,7063,با ضمانت-سیستمی,BND,"689,300"
23:30,1,Kish,یکشنبه 15 مرداد,KIH,M80Y,7063,چارتری,BND,"832,500"
23:30,1,Kish,یکشنبه 15 مرداد,KIH,Y,7063,چارتری,BND,"834,500"
23:30,4,Kish,یکشنبه 15 مرداد,KIH,Y,7063,با ضمانت-چارتری,BND,"836,000"
23:30,1,Kish,یکشنبه 15 مرداد,KIH,Y,7063,چارتری,BND,"850,000"
23:30,1,Kish,یکشنبه 15 مرداد,KIH,Y,7063,چارتری,BND,"850,000"
23:30,9,Kish,یکشنبه 15 مرداد,KIH,Y,7063,با ضمانت-چارتری,BND,"856,100"
23:30,1,Kish,یکشنبه 15 مرداد,KIH,Y,7063,چارتری,BND,"857,500"
23:30,5,Kish,یکشنبه 15 مرداد,KIH,M88Y,7063,چارتری,BND,"859,720"
23:30,1,Kish,یکشنبه 15 مرداد,KIH,Y,7063,چارتری,BND,"873,120"
14:00,موجود,Kish,پنج شنبه 12 مرداد,KIH,MD8RR,7063,با ضمانت-سیستمی,BND,"898,300"
14:00,9,Kish,پنج شنبه 12 مرداد,KIH,MD8RR,7063,چارتری,BND,"898,300"
14:00,موجود,Kish,پنج شنبه 26 مرداد,KIH,MD8RR,7063,با ضمانت-سیستمی,BND,"689,300"
14:00,7,Kish,پنج شنبه 26 مرداد,KIH,Y,7063,با ضمانت-چارتری,BND,"856,100"
14:00,5,Kish,پنج شنبه 26 مرداد,KIH,M88Y,7063,چارتری,BND,"869,410"
14:00,4,Kish,پنج شنبه 26 مرداد,KIH,M82Y,7063,چارتری,BND,"869,550"
14:00,5,Kish,پنج شنبه 26 مرداد,KIH,Y,7063,چارتری,BND,"872,200"
14:00,4,Kish,پنج شنبه 26 مرداد,KIH,Y,7063,با ضمانت-چارتری,BND,"873,640"
14:00,7,Kish,پنج شنبه 26 مرداد,KIH,Y,7063,چارتری,BND,"880,000"
14:00,4,Kish,پنج شنبه 26 مرداد,KIH,Y,7063,چارتری,BND,"889,000"
14:00,5,Kish,پنج شنبه 26 مرداد,KIH,M88Y,7063,چارتری,BND,"890,000"
14:00,9,Kish,پنج شنبه 26 مرداد,KIH,MD8RR,7063,چارتری,BND,"898,300"
01:50,موجود,Karun,شنبه 14 مرداد,AWZ,733TOR,2630,با ضمانت-خدمات گردشگری,BND,"1,950,000"
01:50,موجود,Karun,شنبه 14 مرداد,AWZ,733TOR,2630,با ضمانت-خدمات گردشگری,BND,"2,190,000"
14:00,2,Kish,پنج شنبه 19 مرداد,KIH,Y,7063,چارتری,BND,"883,392"
14:00,موجود,Kish,پنج شنبه 19 مرداد,KIH,MD8RR,7063,با ضمانت-سیستمی,BND,"898,300"
14:00,9,Kish,پنج شنبه 19 مرداد,KIH,MD8RR,7063,چارتری,BND,"898,300"
14:00,9,Kish,پنج شنبه 19 مرداد,KIH,MD8RR,7063,چارتری,BND,"898,300"
23:30,5,Kish,یکشنبه 15 مرداد,KIH,M88Y,7063,چارتری,BND,"880,000"
23:30,9,Kish,یکشنبه 15 مرداد,KIH,Y,7063,چارتری,BND,"880,000"
14:15,موجود,Qeshm,یکشنبه 15 مرداد,KIH,100A,1314,با ضمانت-سیستمی,BND,"898,300"
23:30,9,Kish,یکشنبه 15 مرداد,KIH,MD8RR,7063,چارتری,BND,"898,300"
23:30,9,Kish,یکشنبه 15 مرداد,KIH,MD8RR,7063,چارتری,BND,"898,300"
14:00,9,Kish,پنج شنبه 26 مرداد,KIH,MD8RR,7063,چارتری,BND,"898,300"
13:50,5,Sepehran,شنبه 21 مرداد,MHD,Boeing 737Y,4342,,BND,"1,813,900"
13:50,5,sr,شنبه 21 مرداد,MHD,Y,4342,,BND,"1,813,900"
17:25,موجود,Iranair,دوشنبه 06 شهریور,THR,F-100Y,459,با ضمانت-سیستمی,BND,"1,696,500"
09:00,8,Airtour,دوشنبه 06 شهریور,THR,MD82Y,933,با ضمانت-سیستمی,BND,"1,696,700"
14:35,موجود,Aseman,یکشنبه 22 مرداد,THR,737Y,645,با ضمانت-سیستمی,BND,"1,696,700"
17:15,موجود,Qeshm,یکشنبه 22 مرداد,THR,100A,1221,با ضمانت-سیستمی,BND,"1,696,700"
14:35,موجود,Aseman,یکشنبه 22 مرداد,THR,737D,645,با ضمانت-سیستمی بیزنس,BND,"3,499,300"
17:25,موجود,Iranair,شنبه 21 مرداد,THR,F-100Y,459,با ضمانت-سیستمی,BND,"1,696,500"
22:15,9,Mahan,شنبه 21 مرداد,THR,B,4592,,BND,"1,696,700"
20:45,موجود,Varesh,جمعه 20 مرداد,THR,735TOR,5815,با ضمانت-خدمات گردشگری,BND,"2,157,800"
16:45,1,Qeshm,پنج شنبه 19 مرداد,THR,100A,1221,با ضمانت-سیستمی,BND,"1,696,700"
08:50,موجود,Mahan,چهارشنبه 18 مرداد,THR,AB310-MNX-DOMY_D,1094,با ضمانت-سیستمی,BND,"1,696,700"
23:15,موجود,Qeshm,چهارشنبه 18 مرداد,THR,100A,1221,با ضمانت-سیستمی,BND,"1,696,700"
07:30,موجود,Zagros,چهارشنبه 18 مرداد,THR,MD8TOR,4058,با ضمانت-خدمات گردشگری,BND,"2,157,800"
22:40,موجود,Zagros,چهارشنبه 18 مرداد,THR,MD8TOR,4018,با ضمانت-خدمات گردشگری,BND,"2,157,800"
08:50,موجود,Mahan,چهارشنبه 18 مرداد,THR,AB310-MNX-DOMC_D,1094,با ضمانت-سیستمی بیزنس,BND,"3,257,800"
16:45,3,Qeshm,دوشنبه 16 مرداد,THR,100A,1221,با ضمانت-سیستمی,BND,"1,696,700"
08:15,موجود,Varesh,دوشنبه 16 مرداد,THR,735TOR,5817,با ضمانت-خدمات گردشگری,BND,"2,157,800"
20:45,موجود,Varesh,دوشنبه 16 مرداد,THR,735TOR,5815,با ضمانت-خدمات گردشگری,BND,"2,157,800"
07:30,موجود,Zagros,یکشنبه 15 مرداد,THR,MD8LO,4058,با ضمانت-سیستمی,BND,"1,637,100"
