national_departure_code,departure_city,departure_airport,national_arrival_code,arrival_city,arrival_airport,orthodromic_distance_KM,flight_length_min,departure_date_YMD_format,local_departure_time,local_arrival_time,company_name,flight_number,fare_class_code,ticket_price_T,flight_sale_type,flight_capacity
DXB,Dubai,Dubai,IFN,Isfahan,Shahid_Beheshti,901,145.0,1402-05-31,11:10,13:35,Dubai,FZ-273,Y,8450000,Charter,8.0
IFN,Isfahan,Shahid_Beheshti,BND,Bandar_Abbas,Bandar_Abbas,752,136.0,1402-05-31,11:15,12:45,Kish,Y9-7138,RR,1304540,Unknown,9.0
KIH,Kish_Island,Kish,MHD,Mashhad,Shahid_Hashemi_Nejad,1205,169.0,1402-05-31,11:15,13:15,Kish,Y9-7134,RR,1793130,Unknown,9.0
KIH,Kish_Island,Kish,MHD,Mashhad,Shahid_Hashemi_Nejad,1205,159.0,1402-05-31,11:15,13:54,Kish,Y9-7134,RR,1803500,Unknown,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,161.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,M,5174720,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,154.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,J,13385540,Charter,3.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,161.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,C,11543340,Charter,3.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,155.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,Y,9221030,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,152.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,B,8378910,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,172.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,H,6911580,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,167.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,K,6227320,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,165.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,L,5648400,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,169.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,N,4490460,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,174.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,Q,3911440,Charter,7.0
IKA,Tehran,Imam_Khomeini,SHJ,Sharjah,Sharjah,1198,167.0,1402-05-31,11:25,14:12,Arabia,G9-202,Y,8200000,Charter,5.0
IFN,Isfahan,Shahid_Beheshti,KIH,Kish_Island,Kish,722,135.0,1402-05-31,11:45,13:15,Zagros,ZO-4004,Y,1543500,Charter,
RAS,Rasht,Sandra-e-Jangal,BND,Bandar_Abbas,Bandar_Abbas,1290,169.0,1402-05-31,11:45,13:45,Aseman,EP-647,Y,1829688,Charter,9.0
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,224.0,1402-05-31,11:45,15:29,Caspian,RV-7903,W,9500000,Charter,9.0
SHJ,Sharjah,Sharjah,MHD,Mashhad,Shahid_Hashemi_Nejad,1275,176.0,1402-05-31,12:00,14:20,Arabia,G9-205,S,9084200,Charter,4.0
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,132.0,1402-05-31,12:00,14:12,Varesh,VRH-6808,Y,6000000,Charter,9.0
SHJ,Sharjah,Sharjah,MHD,Mashhad,Shahid_Hashemi_Nejad,1275,177.0,1402-05-31,12:00,14:57,Arabia,G9-205,S,9000000,Charter,4.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,131.0,1402-05-31,12:05,13:40,Iranair,IR-5324,Y,4959600,Charter,6.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,142.0,1402-05-31,12:05,14:27,Iranair,IR-5324,Y,4285600,Charter,5.0
THR,Tehran,Mehrabad,ADU,Ardabil,Ardabil,389,113.0,1402-05-31,12:10,13:10,Aseman,EP-3710,Y,1025010,Charter,9.0
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,202.0,1402-05-31,12:15,15:37,Mahan,W5-117,Y,6900000,Charter,6.0
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,153.0,1402-05-31,12:20,14:53,Iranair,IR-351,J,2799500,Scheduled,5.0
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,145.0,1402-05-31,12:20,14:45,Iranair,IR-351,Y,1753500,Scheduled,6.0
KHD,Khorramabad,Khorramabad,THR,Tehran,Mehrabad,373,115.0,1402-05-31,12:25,14:20,Iranair,IR-320,Y,897500,Charter,9.0
KHD,Khorramabad,Khorramabad,THR,Tehran,Mehrabad,373,105.0,1402-05-31,12:25,14:10,Iranair,IR-320,Y,897500,Scheduled,
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,129.0,1402-05-31,12:30,14:00,Zagros,ZO-3099,Y,6066200,Charter,4.0
RAS,Rasht,Sandra-e-Jangal,SYZ,Shiraz,Shahid_Dastghaib,908,148.0,1402-05-31,12:30,14:10,Aseman,EP-3941,Y,1431270,Charter,9.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,165.0,1402-05-31,12:30,14:15,Dubai,FZ-1927,Y,6569200,Charter,8.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,214.0,1402-05-31,12:30,15:00,Airtour,B9-9702,Y,8983600,Charter,8.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,216.0,1402-05-31,12:30,15:30,Airtour,B9-9702,Y,8900000,Scheduled,8.0
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,210.0,1402-05-31,12:30,16:30,Karun,KRU-5534,Y,8581200,Charter,2.0
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,224.0,1402-05-31,12:30,17:45,Karun,KRU-5534,W,16485900,Scheduled,
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,218.0,1402-05-31,12:30,17:45,Karun,KRU-5534,W,16289850,Charter,9.0
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,233.0,1402-05-31,12:30,17:45,Karun,KRU-5534,Y,12804100,Scheduled,
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,220.0,1402-05-31,12:30,17:45,Karun,KRU-5534,S,11576900,Scheduled,
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,221.0,1402-05-31,12:30,17:45,Karun,KRU-5534,S,11447190,Charter,9.0
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,223.0,1402-05-31,12:30,17:45,Karun,KRU-5534,K,10758700,Scheduled,
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,216.0,1402-05-31,12:30,17:45,Karun,KRU-5534,K,10640160,Charter,9.0
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,225.0,1402-05-31,12:30,17:45,Karun,KRU-5534,Q,9940600,Scheduled,
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,213.0,1402-05-31,12:30,17:45,Karun,KRU-5534,Q,9832936,Charter,5.0
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,221.0,1402-05-31,12:30,17:45,Karun,KRU-5534,M,9122400,Scheduled,6.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,137.0,1402-05-31,12:30,14:47,Zagros,ZO-3099,Y,6000000,Charter,4.0
MHD,Mashhad,Shahid_Hashemi_Nejad,BGW,Baghdad,Baghdad,1445,174.0,1402-05-31,12:30,15:24,Iraqi,IA-118,XC,8553000,Charter,3.0
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,176.0,1402-05-31,12:30,15:26,Iraqi,IA-118,J,13025400,Charter,9.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,157.0,1402-05-31,12:30,15:07,Dubai,FZ-1927,Y,6500000,Charter,8.0
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,223.0,1402-05-31,12:30,16:13,Karun,KRU-5534,P,8005000,Charter,1.0
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,229.0,1402-05-31,12:30,16:19,Karun,KRU-5534,Y,8317250,Charter,3.0
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,224.0,1402-05-31,12:30,16:14,Karun,KRU-5534,Y,8500000,Charter,2.0
IST,Istanbul,Istanbul,AWZ,Ahwaz,Soleimani,2100,220.0,1402-05-31,12:30,16:10,Karun,KRU-5534,M,9052968,Charter,6.0
MCT,Muscat,Muscat,IKA,Tehran,Imam_Khomeini,1483,188.0,1402-05-31,12:30,15:38,Salam,OV-545,Y,6500000,Charter,5.0
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,223.0,1402-05-31,12:40,16:23,Iranair,IR-718,Y,9000000,Charter,5.0
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,229.0,1402-05-31,12:40,16:29,Iranair,IR-718,W,9500000,Charter,5.0
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,224.0,1402-05-31,12:45,16:29,Qeshm,QB-2212,Y,9500000,Charter,5.0
MHD,Mashhad,Shahid_Hashemi_Nejad,ZBR,Chabahar,Konarak,1202,166.0,1402-05-31,12:50,15:00,Aseman,EP-3929,D,3518136,Scheduled,9.0
MHD,Mashhad,Shahid_Hashemi_Nejad,ZBR,Chabahar,Konarak,1202,175.0,1402-05-31,12:50,15:00,Aseman,EP-3929,Y,1743140,Charter,9.0
MCT,Muscat,Muscat,BND,Bandar_Abbas,Bandar_Abbas,445,115.0,1402-05-31,12:50,14:45,Karun,KRU-5521,Y,5200000,Charter,8.0
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,134.0,1402-05-31,13:00,15:15,Airtour,B9-9724,Y,5900000,Scheduled,7.0
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,186.0,1402-05-31,13:00,15:30,ATA,I3-6642,Y,6569200,Charter,6.0
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,138.0,1402-05-31,13:00,15:45,Airtour,B9-9724,Y,5965600,Charter,7.0
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,182.0,1402-05-31,13:00,16:02,ATA,I3-6642,Y,6320500,Charter,6.0
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,184.0,1402-05-31,13:00,16:04,ATA,I3-6642,Y,6500000,Charter,6.0
MHD,Mashhad,Shahid_Hashemi_Nejad,SRY,Sari,Dasht-e-Naz,579,128.0,1402-05-31,13:30,14:30,Varesh,VRH-5802,Y,1659000,Charter,
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,161.0,1402-05-31,13:30,15:45,Mahan,W5-62,C,35520000,Scheduled,
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,158.0,1402-05-31,13:30,15:45,Mahan,W5-62,Y,25050000,Scheduled,
ADU,Ardabil,Ardabil,THR,Tehran,Mehrabad,389,106.0,1402-05-31,13:40,14:40,Aseman,EP-3711,Y,1025010,Charter,1.0
IFN,Isfahan,Shahid_Beheshti,DXB,Dubai,Dubai,901,142.0,1402-05-31,13:40,16:02,Dubai,FZ-274,Y,14764060,Charter,1.0
IFN,Isfahan,Shahid_Beheshti,DXB,Dubai,Dubai,901,147.0,1402-05-31,13:40,16:07,Emirates,EK-2089,C,55160127,Charter,
BND,Bandar_Abbas,Bandar_Abbas,IFN,Isfahan,Shahid_Beheshti,752,117.0,1402-05-31,13:45,15:15,Kish,Y9-7139,RR,1304540,Unknown,9.0
BND,Bandar_Abbas,Bandar_Abbas,IFN,Isfahan,Shahid_Beheshti,752,135.0,1402-05-31,13:45,16:00,Kish,Y9-7139,RR,1307900,Unknown,9.0
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,216.0,1402-05-31,13:55,17:40,Airtour,B9-9703,Y,6500000,Scheduled,7.0
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,218.0,1402-05-31,13:55,18:10,Airtour,B9-9703,Y,7575200,Charter,7.0
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,154.0,1402-05-31,14:00,16:00,Zagros,ZO-4050,Y,1986900,Charter,
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,161.0,1402-05-31,14:00,16:41,Mahan,W5-62,Y,6800000,Charter,3.0
MCT,Muscat,Muscat,SYZ,Shiraz,Shahid_Dastghaib,870,137.0,1402-05-31,14:00,16:17,Salam,OV-555,Y,4900000,Charter,5.0
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,185.0,1402-05-31,14:10,17:15,Meraj,MRJ-4801,Y,6675000,Charter,4.0
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,185.0,1402-05-31,14:10,17:15,Meraj,MRJ-4801,Y,6746705,Charter,4.0
THR,Tehran,Mehrabad,MHD,Mashhad,Shahid_Hashemi_Nejad,753,126.0,1402-05-31,14:20,15:40,ATA,I3-5698,Y,1077300,Scheduled,1.0
SYZ,Shiraz,Shahid_Dastghaib,KIH,Kish_Island,Kish,362,111.0,1402-05-31,14:25,15:25,Qeshm,QB-1215,A,1004900,Scheduled,3.0
BND,Bandar_Abbas,Bandar_Abbas,THR,Tehran,Mehrabad,1057,150.0,1402-05-31,14:30,16:10,Aseman,EP-645,Y,1687866,Charter,9.0
MHD,Mashhad,Shahid_Hashemi_Nejad,KIH,Kish_Island,Kish,1205,161.0,1402-05-31,14:30,17:11,Sepehran,IS-4335,Y,1803500,Unknown,6.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,139.0,1402-05-31,14:45,17:15,Zagros,ZO-3098,Y,6066200,Charter,7.0
MHD,Mashhad,Shahid_Hashemi_Nejad,BGW,Baghdad,Baghdad,1445,177.0,1402-05-31,14:45,17:42,Mahan,W5-5084,Y,5990000,Charter,7.0
MHD,Mashhad,Shahid_Hashemi_Nejad,BGW,Baghdad,Baghdad,1445,184.0,1402-05-31,14:45,17:49,Mahan,W5-5084,C,8500000,Charter,8.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,135.0,1402-05-31,14:45,17:00,Zagros,ZO-3098,Y,6000000,Charter,7.0
KIH,Kish_Island,Kish,BND,Bandar_Abbas,Bandar_Abbas,251,96.0,1402-05-31,15:00,15:45,Kish,Y9-7062,RR,900730,Unknown,9.0
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,157.0,1402-05-31,15:00,17:00,Varesh,VRH-5821,Y,1986900,Charter,
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,161.0,1402-05-31,15:05,16:35,Qeshm,QB-2211,J,16194216,Charter,3.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,156.0,1402-05-31,15:05,16:35,Qeshm,QB-2211,C,13993660,Charter,3.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,162.0,1402-05-31,15:05,16:35,Qeshm,QB-2211,S,12069360,Charter,9.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,163.0,1402-05-31,15:05,16:35,Qeshm,QB-2211,Y,9720830,Charter,9.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,150.0,1402-05-31,15:05,16:35,Qeshm,QB-2211,B,9030040,Charter,9.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,157.0,1402-05-31,15:05,16:35,Qeshm,QB-2211,H,8467540,Charter,9.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,164.0,1402-05-31,15:05,16:35,Qeshm,QB-2211,K,7648460,Charter,9.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,170.0,1402-05-31,15:05,16:35,Qeshm,QB-2211,L,6957770,Charter,9.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,167.0,1402-05-31,15:05,16:35,Qeshm,QB-2211,M,6395170,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,159.0,1402-05-31,15:10,17:50,Dubai,FZ-1928,Y,4714100,Charter,8.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,164.0,1402-05-31,15:10,17:50,Dubai,FZ-1928,Y,4859000,Charter,8.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,156.0,1402-05-31,15:10,17:46,Dubai,FZ-1928,Y,4800000,Charter,6.0
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,167.0,1402-05-31,15:20,17:20,Aseman,EP-3880,Y,1743928,Charter,9.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,127.0,1402-05-31,15:30,17:37,Iranair,IR-5319,K,6018000,Scheduled,8.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,136.0,1402-05-31,15:30,17:46,Iranair,IR-5319,V,7219000,Scheduled,
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,125.0,1402-05-31,15:30,17:35,Iranair,IR-5319,Y,6559100,Charter,5.0
TBS,Tbilisi,Tbilisi,IKA,Tehran,Imam_Khomeini,879,139.0,1402-05-31,15:30,17:49,Varesh,VRH-6809,Y,5500000,Charter,5.0
TBS,Tbilisi,Tbilisi,IKA,Tehran,Imam_Khomeini,879,141.0,1402-05-31,15:30,17:51,Varesh,VRH-6809,Y,7500000,Charter,9.0
SRY,Sari,Dasht-e-Naz,MHD,Mashhad,Shahid_Hashemi_Nejad,579,119.0,1402-05-31,16:00,17:15,Varesh,VRH-5803,Y,1659000,Charter,
ZBR,Chabahar,Konarak,MHD,Mashhad,Shahid_Hashemi_Nejad,1202,152.0,1402-05-31,16:00,18:00,Aseman,EP-3928,D,3518136,Scheduled,9.0
ZBR,Chabahar,Konarak,MHD,Mashhad,Shahid_Hashemi_Nejad,1202,145.0,1402-05-31,16:00,18:00,Aseman,EP-3928,Y,1743140,Charter,9.0
MHD,Mashhad,Shahid_Hashemi_Nejad,DXB,Dubai,Dubai,1287,169.0,1402-05-31,16:00,18:49,Dubai,FZ-8708,Y,8200000,Charter,5.0
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,133.0,1402-05-31,16:00,18:13,Salam,OV-556,Y,4400000,Charter,5.0
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,138.0,1402-05-31,16:00,18:18,Salam,OV-556,Y,4488000,Charter,5.0
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,138.0,1402-05-31,16:00,18:18,Salam,OV-556,Y,4690000,Charter,5.0
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,155.0,1402-05-31,16:10,17:55,Qeshm,QB-1225,A,1753600,Scheduled,
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,159.0,1402-05-31,16:10,17:55,Qeshm,QB-1225,A,1708656,Scheduled,9.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,140.0,1402-05-31,16:15,17:00,Airtour,B9-9725,Y,5261400,Charter,7.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,139.0,1402-05-31,16:15,17:00,Airtour,B9-9725,Y51,4758400,Charter,5.0
IFN,Isfahan,Shahid_Beheshti,KIH,Kish_Island,Kish,722,134.0,1402-05-31,16:15,17:30,Kish,Y9-7113,RR,1310030,Unknown,9.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,139.0,1402-05-31,16:15,17:30,Airtour,B9-9725,Y,5200000,Scheduled,7.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,140.0,1402-05-31,16:15,17:30,Airtour,B9-9725,Y51,4700000,Scheduled,5.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,129.0,1402-05-31,16:15,18:45,Qeshm,QB-2216,C,5965600,Charter,4.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,122.0,1402-05-31,16:15,18:45,Qeshm,QB-2216,Y,4456600,Charter,5.0
IFN,Isfahan,Shahid_Beheshti,KIH,Kish_Island,Kish,722,123.0,1402-05-31,16:15,18:18,Kish,Y9-7113,RR,1313500,Unknown,9.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,137.0,1402-05-31,16:15,18:32,Qeshm,QB-2216,W,4221800,Charter,9.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,131.0,1402-05-31,16:15,18:26,Qeshm,QB-2216,W,4280000,Charter,9.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,128.0,1402-05-31,16:15,18:23,Qeshm,QB-2216,Y,4400000,Charter,5.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,137.0,1402-05-31,16:15,18:32,Qeshm,QB-2216,E,4500000,Charter,9.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,124.0,1402-05-31,16:15,18:19,Qeshm,QB-2216,C,5900000,Charter,5.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,216.0,1402-05-31,16:30,19:00,Caspian,RV-7902,Y,9013800,Charter,5.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,209.0,1402-05-31,16:30,19:00,Caspian,RV-7902,Y,9013800,Charter,9.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,222.0,1402-05-31,16:30,20:12,Caspian,RV-7902,W,9500000,Charter,9.0
BND,Bandar_Abbas,Bandar_Abbas,KIH,Kish_Island,Kish,251,101.0,1402-05-31,16:45,17:30,Kish,Y9-7063,RR,900730,Unknown,9.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,218.0,1402-05-31,16:45,19:15,Meraj,MRJ-4807,Y,8422200,Charter,6.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,216.0,1402-05-31,16:45,19:30,Mahan,W5-114,Y,9204900,Charter,4.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,210.0,1402-05-31,16:45,20:15,Meraj,MRJ-4807,Y,8600000,Charter,6.0
DXB,Dubai,Dubai,MHD,Mashhad,Shahid_Hashemi_Nejad,1287,174.0,1402-05-31,16:55,18:40,Dubai,FZ-251,Y,9084200,Charter,6.0
DXB,Dubai,Dubai,MHD,Mashhad,Shahid_Hashemi_Nejad,1287,163.0,1402-05-31,16:55,19:38,Dubai,FZ-251,Y,9000000,Charter,6.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,159.0,1402-05-31,17:00,19:05,Mahan,W5-65,Y,5308600,Scheduled,
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,166.0,1402-05-31,17:00,19:05,Mahan,W5-65,C,14598600,Scheduled,
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,170.0,1402-05-31,17:00,19:30,Mahan,W5-65,Y,4565200,Charter,2.0
IST,Istanbul,Istanbul,TBZ,Tabriz,Tabriz,1535,181.0,1402-05-31,17:00,20:00,Airtour,B9-9708,Y55,4900000,Scheduled,9.0
IST,Istanbul,Istanbul,TBZ,Tabriz,Tabriz,1535,180.0,1402-05-31,17:00,20:00,Airtour,B9-9708,Y35,3900000,Scheduled,9.0
IST,Istanbul,Istanbul,TBZ,Tabriz,Tabriz,1535,185.0,1402-05-31,17:00,20:30,Airtour,B9-9708,Y55,4959600,Charter,9.0
IST,Istanbul,Istanbul,TBZ,Tabriz,Tabriz,1535,193.0,1402-05-31,17:00,20:30,Airtour,B9-9708,Y35,3953600,Charter,9.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,165.0,1402-05-31,17:00,19:45,Mahan,W5-65,W,4479500,Charter,2.0
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,104.0,1402-05-31,17:30,18:00,Dubai,FZ-243,Y,8078200,Charter,8.0
MHD,Mashhad,Shahid_Hashemi_Nejad,BGW,Baghdad,Baghdad,1445,175.0,1402-05-31,17:30,20:25,Taban,TBN-7287,Y,6000000,Charter,7.0
MHD,Mashhad,Shahid_Hashemi_Nejad,BGW,Baghdad,Baghdad,1445,176.0,1402-05-31,17:30,20:26,Taban,TBN-7287,C,11000000,Charter,6.0
BGW,Baghdad,Baghdad,IKA,Tehran,Imam_Khomeini,679,128.0,1402-05-31,17:30,19:38,Iraqi,IA-113,XY,5258700,Charter,5.0
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,109.0,1402-05-31,17:30,19:19,Dubai,FZ-243,FS,6630000,Charter,2.0
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,99.0,1402-05-31,17:30,19:09,Dubai,FZ-243,Y,8000000,Charter,8.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,117.0,1402-05-31,17:35,19:10,Iranair,IR-5318,Y,4959600,Charter,6.0
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,166.0,1402-05-31,18:00,20:00,Aseman,EP-3881,Y,1753600,Scheduled,
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,160.0,1402-05-31,18:00,20:00,Aseman,EP-3881,Y,1743928,Charter,9.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,133.0,1402-05-31,18:00,20:13,Aseman,EP-586,Y,6490000,Charter,7.0
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,124.0,1402-05-31,18:00,20:04,Aseman,EP-586,Y,6559100,Charter,7.0
BGW,Baghdad,Baghdad,MHD,Mashhad,Shahid_Hashemi_Nejad,1445,183.0,1402-05-31,18:00,21:03,Mahan,W5-5083,W,6000000,Charter,7.0
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,147.0,1402-05-31,18:05,20:32,Qeshm,QB-2273,Y,5215000,Charter,5.0
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,142.0,1402-05-31,18:05,20:27,Qeshm,QB-2273,Y,5500000,Charter,5.0
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,132.0,1402-05-31,18:05,20:17,Qeshm,QB-2273,Y,5800000,Charter,4.0
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,143.0,1402-05-31,18:05,20:28,Qeshm,QB-2273,Y,6000000,Charter,4.0
IKA,Tehran,Imam_Khomeini,TBS,Tbilisi,Tbilisi,879,150.0,1402-05-31,18:05,20:35,Qeshm,QB-2273,C,8500000,Charter,2.0
SYZ,Shiraz,Shahid_Dastghaib,KWI,Kuwait,Kuwait,450,106.0,1402-05-31,18:05,19:51,Iranair,IR-665,Y,5600000,Charter,9.0
