national_departure_code,departure_city,departure_airport,national_arrival_code,arrival_city,arrival_airport,orthodromic_distance_KM,flight_length_min,departure_date_YMD_format,local_departure_time,local_arrival_time,company_name,flight_number,flight_sale_type,flight_capacity,fare_class_code,ticket_price_T
THR,Tehran,Mehrabad,MHD,Mashhad,Shahid_Hashemi_Nejad,753,125.0,1402-05-30,22:50,00:10,ATA,I3-5613,Scheduled,9,Y,1077300
SAW,Istanbul,Sabiha_Gokcen,IKA,Tehran,Imam_Khomeini,1999,221.0,1402-05-30,23:10,02:40,Pegasus,PC-512,Charter,9,Y,6066200
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,131.0,1402-05-30,23:15,01:15,Aseman,EP-585,Charter,9,Y,4959600
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,135.0,1402-05-30,23:15,01:15,Aseman,EP-585,Charter,4,C,6569200
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,219.0,1402-05-30,23:15,02:54,ATA,I3-6620,Charter,7,Y,6300000
IST,Istanbul,Istanbul,THR,Tehran,Mehrabad,2054,213.0,1402-05-30,23:15,02:48,ATA,I3-6620,Charter,2,Y,5700000
THR,Tehran,Mehrabad,ABD,Abadan,Ayatollah_Jami,658,120.0,1402-05-30,23:30,00:45,Kish,Y9-7105,Charter,9,RR,1275330
THR,Tehran,Mehrabad,MHD,Mashhad,Shahid_Hashemi_Nejad,753,126.0,1402-05-30,23:30,01:00,Zagros,ZO-4057,Charter,9,Y,1550000
THR,Tehran,Mehrabad,ABD,Abadan,Ayatollah_Jami,658,133.0,1402-05-30,23:30,01:43,Kish,Y9-7105,Charter,9,RR,1278300
GBT,Gorgan,Gorgan,THR,Tehran,Mehrabad,309,108.0,1402-05-30,23:35,00:35,Aseman,EP-633,Charter,9,Y,1151150
ABD,Abadan,Ayatollah_Jami,THR,Tehran,Mehrabad,658,136.0,1402-05-30,23:40,01:05,Aseman,EP-861,Scheduled,9,Y,1278300
ABD,Abadan,Ayatollah_Jami,THR,Tehran,Mehrabad,658,127.0,1402-05-30,23:40,01:05,Aseman,EP-861,Charter,9,Y,1275330
IST,Istanbul,Istanbul,MHD,Mashhad,Shahid_Hashemi_Nejad,2723,255.0,1402-05-30,23:45,03:40,Airtour,B9-9734,Scheduled,7,Y,9900000
IST,Istanbul,Istanbul,MHD,Mashhad,Shahid_Hashemi_Nejad,2723,267.0,1402-05-30,23:45,04:10,Airtour,B9-9734,Charter,7,Y,10995600
SYZ,Shiraz,Shahid_Dastghaib,THR,Tehran,Mehrabad,694,125.0,1402-05-30,23:50,01:05,Zagros,ZO-4076,Charter,9,Y,1550000
THR,Tehran,Mehrabad,MHD,Mashhad,Shahid_Hashemi_Nejad,753,128.0,1402-05-30,23:50,01:10,ATA,I3-5619,Scheduled,9,Y,1077300
SYZ,Shiraz,Shahid_Dastghaib,THR,Tehran,Mehrabad,694,135.0,1402-05-30,23:50,01:10,ATA,I3-5624,Charter,9,Y,1550000
AWZ,Ahwaz,Soleimani,SYZ,Shiraz,Shahid_Dastghaib,417,111.0,1402-05-30,23:55,01:00,Aseman,EP-3829,Charter,9,Y,900730
AWZ,Ahwaz,Soleimani,SYZ,Shiraz,Shahid_Dastghaib,417,110.0,1402-05-30,23:55,01:00,Aseman,EP-3829,Scheduled,9,Y,898300
SAW,Istanbul,Sabiha_Gokcen,TBZ,Tabriz,Tabriz,1484,181.0,1402-05-30,23:55,02:45,Pegasus,PC-508,Charter,9,Y,4647700
SYZ,Shiraz,Shahid_Dastghaib,KIH,Kish_Island,Kish,362,111.0,1402-05-30,23:59,00:45,Kish,Y9-7061,Charter,9,RR,1025500
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,161.0,1402-05-31,00:45,03:30,Dubai,FZ-1930,Charter,5,Y,5563200
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,162.0,1402-05-31,00:45,03:30,Dubai,FZ-1930,Charter,5,Y,5397200
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,152.0,1402-05-31,00:45,03:17,Dubai,FZ-1930,Charter,5,Y,5500000
ABD,Abadan,Ayatollah_Jami,THR,Tehran,Mehrabad,658,130.0,1402-05-31,01:45,03:00,Kish,Y9-71041,Charter,9,RR,1275330
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,161.0,1402-05-31,01:45,03:30,Kish,Y9-70801,Charter,9,RR,1743928
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,160.0,1402-05-31,01:45,04:25,Kish,Y9-70801,Scheduled,9,RR,1753600
ABD,Abadan,Ayatollah_Jami,THR,Tehran,Mehrabad,658,128.0,1402-05-31,01:45,03:53,Kish,Y9-71041,Charter,9,RR,1278300
ISE,Isparta,Suleyman_Demirel,IKA,Tehran,Imam_Khomeini,1870,211.0,1402-05-31,02:30,06:01,Qeshm,QB-2244,Charter,7,Y,8600000
IST,Istanbul,Istanbul,TBZ,Tabriz,Tabriz,1535,178.0,1402-05-31,02:55,05:53,Turkish,TK-882,Charter,3,Y,5400000
AWZ,Ahwaz,Soleimani,MHD,Mashhad,Shahid_Hashemi_Nejad,1142,152.0,1402-05-31,03:30,06:02,Sepehran,IS-4339,Charter,6,Y,1706400
TBZ,Tabriz,Tabriz,SAW,Istanbul,Sabiha_Gokcen,1484,182.0,1402-05-31,04:05,06:20,Pegasus,PC-509,Charter,9,Y,7323700
THR,Tehran,Mehrabad,AWZ,Ahwaz,Soleimani,538,122.0,1402-05-31,04:30,05:30,ATA,I3-5627,Charter,2,Y,1550000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,222.0,1402-05-31,05:00,08:00,ATA,I3-6619,Charter,2,Y,9109300
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,220.0,1402-05-31,05:00,08:40,ATA,I3-6619,Charter,5,Y,9500000
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,179.0,1402-05-31,05:00,07:59,ATA,I3-6641,Charter,4,Y,6783000
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,192.0,1402-05-31,05:00,08:12,ATA,I3-6641,Charter,4,Y,7000000
MHD,Mashhad,Shahid_Hashemi_Nejad,NJF,Al_Najaf,Al_Ashraf,1478,177.0,1402-05-31,05:00,07:57,ATA,I3-6641,Charter,6,L,8000000
THR,Tehran,Mehrabad,BUZ,Bushehr,Bushehr,750,134.0,1402-05-31,05:10,06:40,Aseman,EP-3914,Scheduled,9,D,3155880
THR,Tehran,Mehrabad,MHD,Mashhad,Shahid_Hashemi_Nejad,753,142.0,1402-05-31,05:15,06:45,Varesh,VRH-5840,Charter,9,Y,1550000
AWZ,Ahwaz,Soleimani,MHD,Mashhad,Shahid_Hashemi_Nejad,1142,160.0,1402-05-31,05:30,07:30,Karun,KRU-2635,Charter,9,Y,2260000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,136.0,1402-05-31,06:00,00:00,Varesh,VRH-6813,Charter,9,Y,7122500
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,132.0,1402-05-31,06:00,07:30,Varesh,VRH-6813,Charter,9,Y,7575200
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,205.0,1402-05-31,06:00,08:45,Mahan,W5-112,Charter,1,Y,9204900
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,126.0,1402-05-31,06:00,08:06,Varesh,VRH-6813,Charter,9,Y,7500000
THR,Tehran,Mehrabad,BND,Bandar_Abbas,Bandar_Abbas,1057,152.0,1402-05-31,06:10,08:00,Aseman,EP-644,Charter,9,Y,1687866
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,150.0,1402-05-31,06:20,08:05,Kish,Y9-7055,Charter,9,RR,1743928
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,161.0,1402-05-31,06:20,09:01,Kish,Y9-7055,Scheduled,9,RR,1753600
AWZ,Ahwaz,Soleimani,THR,Tehran,Mehrabad,538,115.0,1402-05-31,06:30,07:30,ATA,I3-5628,Charter,6,Y,1550000
MHD,Mashhad,Shahid_Hashemi_Nejad,THR,Tehran,Mehrabad,753,135.0,1402-05-31,06:30,07:50,ATA,I3-5699,Charter,6,Y,1550000
THR,Tehran,Mehrabad,AWZ,Ahwaz,Soleimani,538,111.0,1402-05-31,06:45,08:00,Zagros,ZO-4017,Charter,6,Y,1550000
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,156.0,1402-05-31,06:50,09:00,Mahan,W5-61,Scheduled,2,Y,5308600
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,171.0,1402-05-31,06:50,09:00,Mahan,W5-61,Scheduled,2,C,14598600
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,165.0,1402-05-31,06:50,09:20,Mahan,W5-61,Charter,2,Y,4368100
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,158.0,1402-05-31,06:50,09:28,Mahan,W5-61,Charter,4,W,4348180
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,179.0,1402-05-31,06:55,09:11,Turkish,TK-883,Charter,5,Y,8505700
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,139.0,1402-05-31,07:00,07:45,Airtour,B9-9716,Charter,7,Y,8078200
THR,Tehran,Mehrabad,ADU,Ardabil,Ardabil,389,114.0,1402-05-31,07:00,08:15,Mahan,W5-4536,Scheduled,8,Y,1024400
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,172.0,1402-05-31,07:00,08:45,Dubai,FZ-1819,Charter,8,Y,6066200
AWZ,Ahwaz,Soleimani,IST,Istanbul,Istanbul,2100,213.0,1402-05-31,07:00,11:30,Karun,KRU-5535,Scheduled,9,W,14710000
AWZ,Ahwaz,Soleimani,IST,Istanbul,Istanbul,2100,225.0,1402-05-31,07:00,11:30,Karun,KRU-5535,Charter,9,W,14540730
AWZ,Ahwaz,Soleimani,IST,Istanbul,Istanbul,2100,210.0,1402-05-31,07:00,11:30,Karun,KRU-5535,Scheduled,9,Y,11028300
AWZ,Ahwaz,Soleimani,IST,Istanbul,Istanbul,2100,213.0,1402-05-31,07:00,11:30,Karun,KRU-5535,Charter,9,Y,10908810
AWZ,Ahwaz,Soleimani,IST,Istanbul,Istanbul,2100,218.0,1402-05-31,07:00,10:38,Karun,KRU-5535,Charter,3,Y,10000000
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,160.0,1402-05-31,07:00,09:40,Dubai,FZ-1819,Charter,6,Y,6000000
ZAH,Zahedan,Zahedan,THR,Tehran,Mehrabad,1133,169.0,1402-05-31,07:25,10:14,Chabahar,IRU-8773,Charter,9,Y,1681000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,224.0,1402-05-31,07:30,10:15,Mahan,W5-116,Charter,7,Y,9301500
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,222.0,1402-05-31,07:30,11:12,Mahan,W5-116,Charter,7,Y,9600000
ZAH,Zahedan,Zahedan,THR,Tehran,Mehrabad,1133,159.0,1402-05-31,07:30,10:09,Chabahar,IRU-8773,Charter,9,Y,1681000
BUZ,Bushehr,Bushehr,THR,Tehran,Mehrabad,750,138.0,1402-05-31,07:40,09:10,Aseman,EP-3915,Scheduled,9,D,3155880
ABD,Abadan,Ayatollah_Jami,THR,Tehran,Mehrabad,658,116.0,1402-05-31,07:45,08:50,Kish,Y9-7104,Scheduled,9,RR,1275330
IKA,Tehran,Imam_Khomeini,BGW,Baghdad,Baghdad,679,129.0,1402-05-31,08:00,09:00,Aseman,EP-6568,Charter,4,C,8078200
IKA,Tehran,Imam_Khomeini,BGW,Baghdad,Baghdad,679,124.0,1402-05-31,08:00,09:00,Aseman,EP-6568,Charter,9,Y,6066200
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,128.0,1402-05-31,08:00,09:00,FlyOne,3F-691,Charter,9,Y,6770400
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,132.0,1402-05-31,08:00,09:30,ATA,I3-6644,Charter,8,Y,4456600
IKA,Tehran,Imam_Khomeini,BGW,Baghdad,Baghdad,679,131.0,1402-05-31,08:00,10:11,Aseman,EP-6568,Charter,7,Y,6600000
IKA,Tehran,Imam_Khomeini,BGW,Baghdad,Baghdad,679,126.0,1402-05-31,08:00,10:06,Aseman,EP-6568,Charter,7,Y,6669800
MHD,Mashhad,Shahid_Hashemi_Nejad,KSH,Kermanshah,Shahid_Ashrafi_Esfahani,1150,168.0,1402-05-31,08:00,10:48,Varesh,VRH-5912,Charter,6,Y,2313700
MHD,Mashhad,Shahid_Hashemi_Nejad,KSH,Kermanshah,Shahid_Ashrafi_Esfahani,1150,163.0,1402-05-31,08:00,10:43,Varesh,VRH-5912,Charter,6,Y,2366974
BGW,Baghdad,Baghdad,MHD,Mashhad,Shahid_Hashemi_Nejad,1445,183.0,1402-05-31,08:00,11:03,Baghdad,IF-561,Charter,5,Y,8500000
BGW,Baghdad,Baghdad,MHD,Mashhad,Shahid_Hashemi_Nejad,1445,179.0,1402-05-31,08:00,10:59,Baghdad,IF-561,Charter,3,Y,9350000
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,134.0,1402-05-31,08:00,10:14,ATA,I3-6644,Charter,8,Y,4221800
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,122.0,1402-05-31,08:00,10:02,Varesh,VRH-6814,Charter,9,Y,4900000
NJF,Al_Najaf,Al_Ashraf,IFN,Isfahan,Shahid_Beheshti,708,128.0,1402-05-31,08:15,10:05,Caspian,RV-7929,Charter,9,Y,5060200
NJF,Al_Najaf,Al_Ashraf,IFN,Isfahan,Shahid_Beheshti,708,127.0,1402-05-31,08:15,10:22,Caspian,RV-7929,Charter,9,Y,5000000
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,176.0,1402-05-31,08:20,10:50,Zagros,ZO-3010,Charter,7,Y,7072200
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,196.0,1402-05-31,08:20,11:36,Zagros,ZO-3010,Charter,7,Y,7000000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,231.0,1402-05-31,08:25,10:55,Iranair,IR-719,Charter,5,Y,9987800
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,207.0,1402-05-31,08:25,10:55,Iranair,IR-719,Charter,5,Y,9013800
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,219.0,1402-05-31,08:25,11:05,Iranair,IR-719,Charter,4,Y,9204900
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,206.0,1402-05-31,08:25,11:51,Iranair,IR-719,Charter,5,W,9500000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,228.0,1402-05-31,08:25,12:13,Iranair,IR-719,Charter,5,Y,10530000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,225.0,1402-05-31,08:25,12:10,Iranair,IR-719,Charter,5,Y,11000000
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,154.0,1402-05-31,08:30,10:15,Kish,Y9-7021,Charter,9,RR,1743928
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,180.0,1402-05-31,08:30,11:30,Iraqi,IA-117,Charter,5,XY,6643100
THR,Tehran,Mehrabad,GBT,Gorgan,Gorgan,309,106.0,1402-05-31,08:45,09:40,Aseman,EP-630,Charter,9,Y,1151150
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,217.0,1402-05-31,08:45,11:15,Qeshm,QB-2213,Charter,5,Y,9013800
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,187.0,1402-05-31,08:45,11:15,Caspian,RV-7908,Charter,9,Y,7072200
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,217.0,1402-05-31,08:45,12:22,Qeshm,QB-2213,Charter,5,W,9500000
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,179.0,1402-05-31,08:45,11:44,Caspian,RV-7908,Charter,5,Y,7000000
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,192.0,1402-05-31,08:45,11:57,Caspian,RV-7908,Charter,9,Y,7000000
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,191.0,1402-05-31,08:45,11:56,Caspian,RV-7908,Charter,9,Y,7000000
BND,Bandar_Abbas,Bandar_Abbas,RAS,Rasht,Sandra-e-Jangal,1290,174.0,1402-05-31,08:50,11:00,Aseman,EP-646,Charter,9,Y,1829688
ADU,Ardabil,Ardabil,THR,Tehran,Mehrabad,389,110.0,1402-05-31,08:55,10:45,Mahan,W5-4537,Charter,9,B,1024400
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,118.0,1402-05-31,09:00,09:55,Dubai,FZ-241,Charter,8,Y,8078200
MHD,Mashhad,Shahid_Hashemi_Nejad,IST,Istanbul,Istanbul,2723,265.0,1402-05-31,09:00,11:45,Airtour,B9-9735,Charter,5,Y,15623200
MHD,Mashhad,Shahid_Hashemi_Nejad,IST,Istanbul,Istanbul,2723,257.0,1402-05-31,09:00,12:15,Airtour,B9-9735,Scheduled,5,Y,13900000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,126.0,1402-05-31,09:00,11:06,Meraj,MRJ-4803,Charter,2,Y,5395000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,147.0,1402-05-31,09:00,11:27,Meraj,MRJ-4803,Charter,7,Y,5990000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,132.0,1402-05-31,09:00,11:12,Meraj,MRJ-4803,Charter,7,Y,6056100
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,119.0,1402-05-31,09:00,10:59,Dubai,FZ-241,Charter,6,FS,6732000
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,126.0,1402-05-31,09:00,11:06,Dubai,FZ-241,Charter,8,Y,8000000
IST,Istanbul,Istanbul,TBZ,Tabriz,Tabriz,1535,179.0,1402-05-31,09:00,11:59,ATA,I3-6602,Charter,6,Y,3900000
SHJ,Sharjah,Sharjah,IKA,Tehran,Imam_Khomeini,1198,158.0,1402-05-31,09:15,10:45,Arabia,G9-201,Charter,5,Y,7575200
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,126.0,1402-05-31,09:15,11:45,Airtour,B9-9717,Charter,9,Y,5865000
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,170.0,1402-05-31,09:45,12:15,Mahan,W5-63,Charter,2,Y,4466600
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,160.0,1402-05-31,09:45,12:30,Dubai,FZ-1820,Charter,8,Y,4714100
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,169.0,1402-05-31,09:45,12:30,Dubai,FZ-1820,Charter,8,Y,4859000
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,167.0,1402-05-31,09:45,12:32,Mahan,W5-63,Charter,2,W,4382500
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,155.0,1402-05-31,09:45,12:20,Mahan,W5-63,Charter,2,W,4446150
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,170.0,1402-05-31,09:45,12:35,Mahan,W5-63,Charter,2,Y,4500000
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,164.0,1402-05-31,09:45,12:29,Dubai,FZ-1820,Charter,6,Y,4800000
KHD,Khorramabad,Khorramabad,THR,Tehran,Mehrabad,373,109.0,1402-05-31,09:50,11:00,Mahan,W5-1007,Scheduled,9,Y,898300
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,169.0,1402-05-31,09:50,12:00,Mahan,W5-63,Scheduled,9,Y,5308600
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,172.0,1402-05-31,09:50,12:00,Mahan,W5-63,Scheduled,9,C,14598600
KHD,Khorramabad,Khorramabad,THR,Tehran,Mehrabad,373,112.0,1402-05-31,09:50,11:42,Mahan,W5-1007,Charter,9,B,898300
KSH,Kermanshah,Shahid_Ashrafi_Esfahani,MHD,Mashhad,Shahid_Hashemi_Nejad,1150,155.0,1402-05-31,09:50,12:25,Sepehran,IS-4359,Scheduled,3,Y,2313500
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,148.0,1402-05-31,10:00,11:45,Kish,Y9-7057,Charter,9,RR,1743928
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,127.0,1402-05-31,10:00,12:00,FlyOne,3F-692,Charter,8,Y,6468600
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,184.0,1402-05-31,10:00,12:30,Qeshm,QB-2296,Charter,4,C,7575200
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,192.0,1402-05-31,10:00,12:30,Qeshm,QB-2296,Charter,5,Y,6468600
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,150.0,1402-05-31,10:00,12:30,Kish,Y9-7057,Scheduled,9,RR,1753600
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,122.0,1402-05-31,10:00,12:02,Iranair,IR-5325,Charter,9,Y,5900000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,134.0,1402-05-31,10:00,12:14,Iranair,IR-5325,Scheduled,9,V,7219000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,127.0,1402-05-31,10:00,12:07,Iranair,IR-5325,Scheduled,9,K,6018000
AWZ,Ahwaz,Soleimani,SYZ,Shiraz,Shahid_Dastghaib,417,106.0,1402-05-31,10:00,11:46,Mahan,W5-4563,Scheduled,9,B,898300
BGW,Baghdad,Baghdad,IKA,Tehran,Imam_Khomeini,679,124.0,1402-05-31,10:00,12:04,Aseman,EP-6569,Charter,7,Y,5500000
BND,Bandar_Abbas,Bandar_Abbas,MCT,Muscat,Muscat,445,106.0,1402-05-31,10:00,11:46,Karun,KRU-5520,Charter,8,Y,4950000
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,170.0,1402-05-31,10:00,12:50,Qeshm,QB-2296,Charter,9,W,6180000
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,173.0,1402-05-31,10:00,12:53,Qeshm,QB-2296,Charter,5,Y,6262400
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,182.0,1402-05-31,10:00,13:02,Qeshm,QB-2296,Charter,9,Y,6400000
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,175.0,1402-05-31,10:00,12:55,Qeshm,QB-2296,Charter,5,Y,6400000
NJF,Al_Najaf,Al_Ashraf,MHD,Mashhad,Shahid_Hashemi_Nejad,1478,183.0,1402-05-31,10:00,13:03,Qeshm,QB-2296,Charter,9,W,6500000
GBT,Gorgan,Gorgan,THR,Tehran,Mehrabad,309,99.0,1402-05-31,10:10,11:10,Aseman,EP-631,Charter,9,Y,1151150
THR,Tehran,Mehrabad,KIH,Kish_Island,Kish,1050,141.0,1402-05-31,10:10,11:55,Qeshm,QB-1224,Scheduled,9,A,1708656
ZBR,Chabahar,Konarak,ZAH,Zahedan,Zahedan,451,118.0,1402-05-31,10:25,12:23,Iranair,IR-383,Charter,9,Y,897500
SYZ,Shiraz,Shahid_Dastghaib,DXB,Dubai,Dubai,550,122.0,1402-05-31,10:50,12:52,Dubai,FZ-242,Charter,9,Y,5805000
SYZ,Shiraz,Shahid_Dastghaib,DXB,Dubai,Dubai,550,117.0,1402-05-31,10:50,12:47,Dubai,FZ-242,Charter,5,Y,6431100
SYZ,Shiraz,Shahid_Dastghaib,DXB,Dubai,Dubai,550,121.0,1402-05-31,10:50,12:51,Dubai,FZ-242,Charter,5,Y,6500000
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,161.0,1402-05-31,11:00,13:15,Mahan,W5-60,Scheduled,4,C,35520000
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,157.0,1402-05-31,11:00,13:15,Mahan,W5-60,Scheduled,4,Y,25050000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,125.0,1402-05-31,11:00,13:05,ATA,I3-6643,Charter,4,Y,5325000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,126.0,1402-05-31,11:00,13:06,ATA,I3-6643,Charter,7,Y,5700000
IFN,Isfahan,Shahid_Beheshti,NJF,Al_Najaf,Al_Ashraf,708,136.0,1402-05-31,11:00,13:16,Caspian,RV-7928,Charter,9,Q,6505000
KSH,Kermanshah,Shahid_Ashrafi_Esfahani,MHD,Mashhad,Shahid_Hashemi_Nejad,1150,158.0,1402-05-31,11:00,13:38,Varesh,VRH-5913,Charter,6,Y,2313700
KSH,Kermanshah,Shahid_Ashrafi_Esfahani,MHD,Mashhad,Shahid_Hashemi_Nejad,1150,157.0,1402-05-31,11:00,13:37,Varesh,VRH-5913,Charter,6,Y,2366974
DXB,Dubai,Dubai,IFN,Isfahan,Shahid_Beheshti,901,146.0,1402-05-31,11:10,12:30,Dubai,FZ-273,Charter,8,Y,8530900
DXB,Dubai,Dubai,IFN,Isfahan,Shahid_Beheshti,901,149.0,1402-05-31,11:10,13:39,Dubai,FZ-273,Charter,8,Y,8450000
IFN,Isfahan,Shahid_Beheshti,BND,Bandar_Abbas,Bandar_Abbas,752,134.0,1402-05-31,11:15,12:45,Kish,Y9-7138,Charter,9,RR,1304540
KIH,Kish_Island,Kish,MHD,Mashhad,Shahid_Hashemi_Nejad,1205,163.0,1402-05-31,11:15,13:15,Kish,Y9-7134,Charter,9,RR,1793130
KIH,Kish_Island,Kish,MHD,Mashhad,Shahid_Hashemi_Nejad,1205,148.0,1402-05-31,11:15,13:43,Kish,Y9-7134,Scheduled,9,RR,1803500
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,166.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,Charter,9,M,5174720
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,165.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,Charter,3,J,13385540
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,168.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,Charter,3,C,11543340
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,165.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,Charter,9,Y,9221030
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,165.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,Charter,9,B,8378910
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,164.0,1402-05-31,11:20,13:50,Qeshm,QB-2210,Charter,9,H,6911580
