arrival_city_name_persian,local_arrival_time,flight_capacity,company_name,departure_city_name_persian,departure_date,departure_date_YMD_format,local_departure_time,flight_class_type,flight_number,flight_sale_type,national_arrival_code,national_departure_code,ticket_id,ticket_price_T
تهران,00:30,9,Kish,کیش,چهارشنبه 18 مرداد,1402/05/18,22:45,MD8RS,7080,با ضمانت,THR,KIH,6241,1560548
تهران,16:00,5,Zagros,کیش,چهارشنبه 18 مرداد,1402/05/18,14:00,MD8L,4050,با ضمانت,THR,KIH,6240,1548100
تهران,01:20,6,Qeshm,کیش,چهارشنبه 18 مرداد,1402/05/18,23:35,DEFM,1225,با ضمانت-سیستمی,THR,KIH,6239,1533600
تهران,00:30,9,Kish,کیش,چهارشنبه 18 مرداد,1402/05/18,22:45,MD8RY,7080,با ضمانت,THR,KIH,6238,1502130
تهران,16:00,موجود,Zagros,کیش,پنج شنبه 19 مرداد,1402/05/19,14:00,MD8TOR,4050,با ضمانت-خدمات گردشگری,THR,KIH,6236,1986900
تهران,01:35,5,Caspian,کیش,پنج شنبه 19 مرداد,1402/05/19,23:50,M83J,45,با ضمانت-سیستمی,THR,KIH,6235,1753600
تهران,01:35,5,Caspian,کیش,پنج شنبه 19 مرداد,1402/05/19,23:50,M83J,45,با ضمانت,THR,KIH,6234,1743928
تهران,23:30,9,Kish,کیش,پنج شنبه 19 مرداد,1402/05/19,21:45,MD8RR,7124,با ضمانت,THR,KIH,6233,1743928
تهران,01:30,9,Kish,کیش,جمعه 20 مرداد,1402/05/20,23:45,MD8C,7080,با ضمانت-بیزنس,THR,KIH,6231,2538900
تهران,21:50,9,Kish,کیش,جمعه 20 مرداد,1402/05/20,20:00,MD8C,7056,با ضمانت-بیزنس,THR,KIH,6230,2538900
تهران,17:45,2,Kish,کیش,جمعه 20 مرداد,1402/05/20,16:00,MD8C,7054,با ضمانت-بیزنس,THR,KIH,6229,2538900
تهران,16:00,موجود,Zagros,کیش,چهارشنبه 18 مرداد,1402/05/18,14:00,MD8TOR,4050,با ضمانت-خدمات گردشگری,THR,KIH,6247,1986900
تهران,17:00,موجود,Varesh,کیش,جمعه 20 مرداد,1402/05/20,15:00,735TOR,5821,با ضمانت-خدمات گردشگری,THR,KIH,6228,1986900
تهران,16:00,موجود,Zagros,کیش,شنبه 21 مرداد,1402/05/21,14:00,MD8TOR,4050,با ضمانت-خدمات گردشگری,THR,KIH,6227,1986900
تهران,16:00,موجود,Zagros,کیش,شنبه 21 مرداد,1402/05/21,14:00,MD8TOR,4050,با ضمانت-خدمات گردشگری,THR,KIH,6226,1836500
تهران,16:00,5,Zagros,کیش,شنبه 21 مرداد,1402/05/21,14:00,MD8TOR,4050,با ضمانت-خدمات گردشگری,THR,KIH,6225,1786600
تهران,01:35,5,Caspian,کیش,پنج شنبه 19 مرداد,1402/05/19,23:50,M83R,45,با ضمانت-سیستمی,THR,KIH,6208,1619500
تهران,01:35,5,Caspian,کیش,پنج شنبه 19 مرداد,1402/05/19,23:50,M83R,45,با ضمانت,THR,KIH,6207,1611710
تهران,16:00,موجود,Zagros,کیش,جمعه 20 مرداد,1402/05/20,14:00,MD8TOR,4050,با ضمانت-خدمات گردشگری,THR,KIH,6203,1986900
تهران,21:30,9,Airtour,کیش,جمعه 20 مرداد,1402/05/20,20:00,MD82Y,997,با ضمانت-سیستمی,THR,KIH,6202,1753600
تهران,01:30,9,Kish,کیش,جمعه 20 مرداد,1402/05/20,23:45,MD8RR,7080,با ضمانت,THR,KIH,6201,1743928
تهران,21:50,9,Kish,کیش,جمعه 20 مرداد,1402/05/20,20:00,MD8RR,7056,با ضمانت,THR,KIH,6200,1743928
تهران,04:00,9,Kish,کیش,جمعه 20 مرداد,1402/05/20,02:15,MD8RR,70801,با ضمانت,THR,KIH,6199,1743928
تهران,17:00,9,Varesh,کیش,جمعه 20 مرداد,1402/05/20,15:00,735KH,5821,با ضمانت-سیستمی,THR,KIH,6198,1736500
تهران,16:45,5,Caspian,کیش,شنبه 21 مرداد,1402/05/21,15:00,M83J,45,با ضمانت-سیستمی,THR,KIH,6193,1753600
تهران,01:45,9,Kish,کیش,شنبه 21 مرداد,1402/05/21,23:59,MD8RR,7080,با ضمانت,THR,KIH,6192,1743928
تهران,21:30,6,Kish,کیش,شنبه 21 مرداد,1402/05/21,19:45,MD8RR,7024,با ضمانت,THR,KIH,6191,1743928
تهران,16:00,موجود,Zagros,کیش,یکشنبه 22 مرداد,1402/05/22,14:00,MD8TOR,4050,با ضمانت-خدمات گردشگری,THR,KIH,6190,1986900
تهران,12:20,2,Caspian,کیش,جمعه 20 مرداد,1402/05/20,10:35,M83ZB,45,با ضمانت-سیستمی,THR,KIH,6169,1418400
تهران,20:15,9,Kish,کیش,شنبه 21 مرداد,1402/05/21,18:30,MD8RR,7054,با ضمانت,THR,KIH,6164,1743928
تهران,16:45,5,Caspian,کیش,شنبه 21 مرداد,1402/05/21,15:00,M83J,45,با ضمانت,THR,KIH,6163,1743928
تهران,16:00,موجود,Zagros,کیش,یکشنبه 22 مرداد,1402/05/22,14:00,MD8TOR,4050,با ضمانت-خدمات گردشگری,THR,KIH,6159,1836500
تهران,16:00,1,Zagros,کیش,یکشنبه 22 مرداد,1402/05/22,14:00,MD8TOR,4050,با ضمانت-خدمات گردشگری,THR,KIH,6158,1786600
تهران,16:45,9,Kish,کیش,یکشنبه 22 مرداد,1402/05/22,15:00,MD8RR,7054,با ضمانت,THR,KIH,6157,1743928
بندرعباس,22:20,9,Qeshm,کیش,چهارشنبه 01 شهریور,1402/06/01,21:30,100A,1315,با ضمانت,BND,KIH,6156,882668
بندرعباس,22:20,9,Qeshm,کیش,چهارشنبه 15 شهریور,1402/06/15,21:30,100A,1315,با ضمانت,BND,KIH,6155,882668
بندرعباس,22:20,9,Qeshm,کیش,چهارشنبه 29 شهریور,1402/06/29,21:30,100A,1315,با ضمانت,BND,KIH,6154,882668
تهران,22:00,9,Airtour,کیش,دوشنبه 06 شهریور,1402/06/06,20:30,MD82Y,997,با ضمانت-سیستمی,THR,KIH,6153,1753600
تهران,12:50,9,Qeshm,کیش,دوشنبه 06 شهریور,1402/06/06,11:05,100A,1225,با ضمانت,THR,KIH,6152,1708656
تهران,17:55,9,Qeshm,کیش,سه شنبه 07 شهریور,1402/06/07,16:10,100A,1225,با ضمانت,THR,KIH,6151,1708656
تهران,01:20,9,Qeshm,کیش,چهارشنبه 08 شهریور,1402/06/08,23:35,100A,1225,با ضمانت,THR,KIH,6150,1708656
تهران,18:30,9,Airtour,کیش,پنج شنبه 09 شهریور,1402/06/09,17:00,MD82Y,997,با ضمانت-سیستمی,THR,KIH,6149,1753600
تهران,19:20,9,Qeshm,کیش,پنج شنبه 09 شهریور,1402/06/09,17:35,100A,1225,با ضمانت,THR,KIH,6148,1708656
تهران,21:35,9,Qeshm,کیش,جمعه 10 شهریور,1402/06/10,19:50,100A,1225,با ضمانت,THR,KIH,6147,1708656
تهران,16:30,9,Qeshm,کیش,شنبه 11 شهریور,1402/06/11,14:45,100A,1225,با ضمانت,THR,KIH,6146,1708656
تهران,12:50,9,Qeshm,کیش,دوشنبه 13 شهریور,1402/06/13,11:05,100A,1225,با ضمانت,THR,KIH,6145,1708656
تهران,17:55,9,Qeshm,کیش,سه شنبه 14 شهریور,1402/06/14,16:10,100A,1225,با ضمانت,THR,KIH,6144,1708656
تهران,01:20,9,Qeshm,کیش,چهارشنبه 15 شهریور,1402/06/15,23:35,100A,1225,با ضمانت,THR,KIH,6143,1708656
تهران,12:20,2,Caspian,کیش,جمعه 20 مرداد,1402/05/20,10:35,M83ZB,45,با ضمانت,THR,KIH,6129,1413430
تهران,04:00,5,Kish,کیش,جمعه 20 مرداد,1402/05/20,02:15,MD8RH,70801,با ضمانت,THR,KIH,6128,1385990
تهران,10:40,9,Saha,کیش,جمعه 20 مرداد,1402/05/20,09:10,737YN,175,با ضمانت,THR,KIH,6127,1339700
تهران,10:40,موجود,Saha,کیش,جمعه 20 مرداد,1402/05/20,09:10,737YN,175,با ضمانت-سیستمی,THR,KIH,6126,1330000
تهران,04:00,5,Kish,کیش,جمعه 20 مرداد,1402/05/20,02:15,MD8RK,70801,با ضمانت,THR,KIH,6125,1329240
تهران,18:30,9,Airtour,کیش,پنج شنبه 02 شهریور,1402/06/02,17:00,MD82Y,997,با ضمانت-سیستمی,THR,KIH,6274,1753600
تهران,19:20,9,Qeshm,کیش,پنج شنبه 02 شهریور,1402/06/02,17:35,100A,1225,با ضمانت,THR,KIH,6273,1708656
تهران,21:35,9,Qeshm,کیش,جمعه 03 شهریور,1402/06/03,19:50,100A,1225,با ضمانت,THR,KIH,6272,1708656
بندرعباس,16:30,9,Qeshm,کیش,یکشنبه 19 شهریور,1402/06/19,15:45,100A,1315,با ضمانت,BND,KIH,6271,882668
بندرعباس,22:20,9,Qeshm,کیش,چهارشنبه 22 شهریور,1402/06/22,21:30,100A,1315,با ضمانت,BND,KIH,6270,882668
بندرعباس,16:30,9,Qeshm,کیش,یکشنبه 26 شهریور,1402/06/26,15:45,100A,1315,با ضمانت,BND,KIH,6269,882668
بندرعباس,16:30,9,Qeshm,کیش,یکشنبه 26 شهریور,1402/06/26,15:45,100A,1315,با ضمانت,BND,KIH,6268,882668
بندرعباس,16:30,9,Qeshm,کیش,یکشنبه 05 شهریور,1402/06/05,15:45,100A,1315,با ضمانت,BND,KIH,6267,882668
بندرعباس,22:20,9,Qeshm,کیش,چهارشنبه 08 شهریور,1402/06/08,21:30,100A,1315,با ضمانت,BND,KIH,6266,882668
بندرعباس,16:30,9,Qeshm,کیش,یکشنبه 12 شهریور,1402/06/12,15:45,100A,1315,با ضمانت,BND,KIH,6265,882668
بندرعباس,22:20,2,Qeshm,کیش,چهارشنبه 18 مرداد,1402/05/18,21:35,DEFR,1315,با ضمانت-سیستمی,BND,KIH,6264,876300
بندرعباس,22:20,2,Qeshm,کیش,چهارشنبه 18 مرداد,1402/05/18,21:35,DEFR,1315,با ضمانت,BND,KIH,6263,861348
بندرعباس,22:20,5,Qeshm,کیش,چهارشنبه 18 مرداد,1402/05/18,21:35,DEFY,1315,با ضمانت-سیستمی,BND,KIH,6262,843300
بندرعباس,22:20,5,Qeshm,کیش,چهارشنبه 18 مرداد,1402/05/18,21:35,DEFY,1315,با ضمانت,BND,KIH,6261,829468
بندرعباس,22:20,5,Qeshm,کیش,چهارشنبه 18 مرداد,1402/05/18,21:35,DEFV,1315,با ضمانت-سیستمی,BND,KIH,6260,804900
بندرعباس,22:20,5,Qeshm,کیش,چهارشنبه 18 مرداد,1402/05/18,21:35,DEFV,1315,با ضمانت,BND,KIH,6259,792400
بندرعباس,22:20,1,Qeshm,کیش,چهارشنبه 18 مرداد,1402/05/18,21:35,DEFM,1315,با ضمانت-سیستمی,BND,KIH,6258,760900
بندرعباس,13:00,9,Kish,کیش,پنج شنبه 19 مرداد,1402/05/19,12:15,MD8RR,7062,با ضمانت,BND,KIH,6257,900730
بندرعباس,13:00,9,Kish,کیش,پنج شنبه 19 مرداد,1402/05/19,12:15,MD8RP,7062,با ضمانت,BND,KIH,6256,882210
بندرعباس,16:30,3,Qeshm,کیش,یکشنبه 22 مرداد,1402/05/22,15:45,DEFA,1315,با ضمانت-سیستمی,BND,KIH,6255,898300
بندرعباس,15:45,9,Kish,کیش,سه شنبه 24 مرداد,1402/05/24,15:00,MD8RR,7062,با ضمانت,BND,KIH,6254,900730
بندرعباس,22:20,9,Qeshm,کیش,چهارشنبه 25 مرداد,1402/05/25,21:35,DEFA,1315,با ضمانت,BND,KIH,6253,882668
بندرعباس,13:00,9,Kish,کیش,پنج شنبه 26 مرداد,1402/05/26,12:15,MD8RR,7062,با ضمانت,BND,KIH,6252,900730
بندرعباس,22:30,9,Kish,کیش,یکشنبه 29 مرداد,1402/05/29,21:45,MD8RR,7062,با ضمانت,BND,KIH,6251,900730
بندرعباس,16:30,9,Qeshm,کیش,یکشنبه 29 مرداد,1402/05/29,15:45,DEFA,1315,با ضمانت,BND,KIH,6250,882668
بندرعباس,15:45,9,Kish,کیش,سه شنبه 31 مرداد,1402/05/31,15:00,MD8RR,7062,با ضمانت,BND,KIH,6249,900730
تبریز,13:00,9,Airtour,کیش,پنج شنبه 26 مرداد,1402/05/26,10:45,MD82Y493,973,با ضمانت,TBZ,KIH,6291,2027100
تبریز,13:00,9,Airtour,کیش,پنج شنبه 26 مرداد,1402/05/26,10:45,MD82Y493,973,با ضمانت-سیستمی,TBZ,KIH,6290,2000000
,,9,sr,,شنبه 01 مهر,,00:15,Y,4339,,MHD,AWZ,6295,1706400
,,9,Iranair,,یکشنبه 02 مهر,,17:15,Y,310,,THR,AWZ,6310,1207000
تبریز,13:00,7,Airtour,کیش,پنج شنبه 26 مرداد,1402/05/26,10:45,MD82Y,973,با ضمانت,TBZ,KIH,6289,1926500
تبریز,13:00,7,Airtour,کیش,پنج شنبه 26 مرداد,1402/05/26,10:45,MD82Y,973,با ضمانت-سیستمی,TBZ,KIH,6288,1900000
تبریز,12:45,9,Airtour,کیش,جمعه 27 مرداد,1402/05/27,10:30,MD82Y493,973,با ضمانت,TBZ,KIH,6287,2027100
تبریز,12:45,9,Airtour,کیش,جمعه 27 مرداد,1402/05/27,10:30,MD82Y493,973,با ضمانت-سیستمی,TBZ,KIH,6286,2000000
تبریز,12:45,9,Airtour,کیش,جمعه 27 مرداد,1402/05/27,10:30,MD82Y492,973,با ضمانت,TBZ,KIH,6285,1876200
تبریز,12:45,9,Airtour,کیش,جمعه 27 مرداد,1402/05/27,10:30,MD82Y492,973,با ضمانت-سیستمی,TBZ,KIH,6284,1850000
تبریز,16:30,9,Airtour,کیش,یکشنبه 29 مرداد,1402/05/29,14:15,MD82Y491,973,با ضمانت,TBZ,KIH,6283,1825900
تهران,,موجود,Iranair,اهواز,یکشنبه 02 مهر,1402/07/02,17:15,A319-100J,310,با ضمانت-سیستمی بیزنس,THR,AWZ,6309,1925000
تهران,,موجود,Iranair,اهواز,یکشنبه 02 مهر,1402/07/02,17:15,A319-100Y,310,با ضمانت-سیستمی,THR,AWZ,6308,1207000
تهران,,8,Iranair,اهواز,یکشنبه 19 شهریور,1402/06/19,17:15,A319-100J,310,با ضمانت-سیستمی بیزنس,THR,AWZ,6307,1925000
تهران,11:15,موجود,Qeshm,اهواز,یکشنبه 19 شهریور,1402/06/19,10:00,100A,1211,با ضمانت-سیستمی,THR,AWZ,6306,1207200
تهران,,8,Iranair,اهواز,یکشنبه 19 شهریور,1402/06/19,17:15,A319-100Y,310,با ضمانت-سیستمی,THR,AWZ,6305,1207000
تهران,11:15,9,Qeshm,اهواز,یکشنبه 19 شهریور,1402/06/19,10:00,100A,1211,با ضمانت,THR,AWZ,6304,1180910
تهران,11:35,9,Qeshm,اهواز,چهارشنبه 22 شهریور,1402/06/22,10:20,100A,1211,با ضمانت,THR,AWZ,6303,1180910
تهران,10:25,9,Qeshm,اهواز,پنج شنبه 23 شهریور,1402/06/23,09:10,100A,1211,با ضمانت,THR,AWZ,6302,1180910
تهران,10:25,9,Qeshm,اهواز,پنج شنبه 23 شهریور,1402/06/23,09:10,100A,1211,با ضمانت,THR,AWZ,6301,1180910
تهران,07:55,9,Qeshm,اهواز,شنبه 25 شهریور,1402/06/25,06:40,100A,1211,با ضمانت,THR,AWZ,6300,1180910
تهران,07:55,9,Qeshm,اهواز,شنبه 25 شهریور,1402/06/25,06:40,100A,1211,با ضمانت,THR,AWZ,6299,1180910
تهران,11:15,9,Qeshm,اهواز,یکشنبه 26 شهریور,1402/06/26,10:00,100A,1211,با ضمانت,THR,AWZ,6298,1180910
تهران,11:15,9,Qeshm,اهواز,یکشنبه 26 شهریور,1402/06/26,10:00,100A,1211,با ضمانت,THR,AWZ,6297,1180910
تهران,11:35,9,Qeshm,اهواز,چهارشنبه 29 شهریور,1402/06/29,10:20,100A,1211,با ضمانت,THR,AWZ,6296,1180910
تهران,10:25,9,Qeshm,اهواز,پنج شنبه 30 شهریور,1402/06/30,09:10,100A,1211,با ضمانت,THR,AWZ,6294,1180910
تهران,,موجود,Iranair,اهواز,دوشنبه 03 مهر,1402/07/03,12:05,A319-100J,412,با ضمانت-سیستمی بیزنس,THR,AWZ,6293,1925000
تهران,,موجود,Iranair,اهواز,دوشنبه 03 مهر,1402/07/03,12:05,A319-100Y,412,با ضمانت-سیستمی,THR,AWZ,6292,1207000
تبریز,16:30,9,Airtour,کیش,یکشنبه 29 مرداد,1402/05/29,14:15,MD82Y491,973,با ضمانت-سیستمی,TBZ,KIH,6282,1800000
تبریز,16:30,9,Airtour,کیش,یکشنبه 29 مرداد,1402/05/29,14:15,MD82Y,973,با ضمانت,TBZ,KIH,6281,1725300
تبریز,16:30,9,Airtour,کیش,یکشنبه 29 مرداد,1402/05/29,14:15,MD82Y,973,با ضمانت-سیستمی,TBZ,KIH,6280,1700000
ساری,11:20,موجود,Varesh,کیش,جمعه 20 مرداد,1402/05/20,09:30,735TOR,5807,با ضمانت-خدمات گردشگری,SRY,KIH,6279,2234300
ساری,11:20,4,Varesh,کیش,جمعه 20 مرداد,1402/05/20,09:30,735KL,5807,با ضمانت-سیستمی,SRY,KIH,6278,2173100
ساری,11:20,1,Varesh,کیش,جمعه 20 مرداد,1402/05/20,09:30,735KL,5807,با ضمانت,SRY,KIH,6277,2113776
تبریز,16:30,9,Airtour,کیش,دوشنبه 30 مرداد,1402/05/30,14:15,MD82Y,973,با ضمانت-سیستمی,TBZ,KIH,6276,2136400
تبریز,12:45,9,Airtour,کیش,جمعه 10 شهریور,1402/06/10,10:30,MD82Y,973,با ضمانت-سیستمی,TBZ,KIH,6275,2136400
,,9,Mahan,,سه شنبه 31 مرداد,,10:00,B,4563,,SYZ,AWZ,6322,898300
تهران,22:50,موجود,ATA,اهواز,دوشنبه 30 مرداد,1402/05/30,21:50,M83TOR,5636,با ضمانت-خدمات گردشگری,THR,AWZ,6344,1550000
تهران,09:00,موجود,Varesh,اهواز,دوشنبه 30 مرداد,1402/05/30,08:00,735TOR,5853,با ضمانت-خدمات گردشگری,THR,AWZ,6343,1550000
تهران,07:30,موجود,ATA,اهواز,دوشنبه 30 مرداد,1402/05/30,06:30,733TOR,5628,با ضمانت-خدمات گردشگری,THR,AWZ,6342,1550000
تهران,22:50,موجود,ATA,اهواز,سه شنبه 31 مرداد,1402/05/31,21:50,M83TOR,5636,با ضمانت-خدمات گردشگری,THR,AWZ,6341,1550000
تهران,07:30,موجود,ATA,اهواز,سه شنبه 31 مرداد,1402/05/31,06:30,733TOR,5628,با ضمانت-خدمات گردشگری,THR,AWZ,6340,1550000
تهران,09:00,موجود,Varesh,اهواز,چهارشنبه 01 شهریور,1402/06/01,08:00,735TOR,5853,با ضمانت-خدمات گردشگری,THR,AWZ,6339,1550000
تهران,10:25,موجود,Qeshm,اهواز,پنج شنبه 16 شهریور,1402/06/16,09:10,100A,1211,با ضمانت-سیستمی,THR,AWZ,6338,1207200
تهران,10:25,9,Qeshm,اهواز,پنج شنبه 16 شهریور,1402/06/16,09:10,100A,1211,با ضمانت,THR,AWZ,6337,1180910
مشهد,22:30,موجود,Karun,اهواز,چهارشنبه 01 شهریور,1402/06/01,20:30,733TOR,2635,با ضمانت-خدمات گردشگری,MHD,AWZ,6336,2260000
مشهد,00:25,7,Airtour,اهواز,چهارشنبه 01 شهریور,1402/06/01,22:30,MD82Y,955,با ضمانت-سیستمی,MHD,AWZ,6335,1706400
مشهد,22:30,موجود,Karun,اهواز,چهارشنبه 15 شهریور,1402/06/15,20:30,733TOR,2635,با ضمانت-خدمات گردشگری,MHD,AWZ,6334,2260000
مشهد,12:00,موجود,Karun,اهواز,دوشنبه 20 شهریور,1402/06/20,10:00,733TOR,2635,با ضمانت-خدمات گردشگری,MHD,AWZ,6333,2260000
اصفهان,07:00,موجود,Karun,اهواز,جمعه 27 مرداد,1402/05/27,06:00,100TOR,2623,با ضمانت-خدمات گردشگری,IFN,AWZ,6332,1510000
شیراز,23:35,3,Aseman,اهواز,سه شنبه 24 مرداد,1402/05/24,22:30,100Y,3891,با ضمانت,SYZ,AWZ,6331,900730
شیراز,23:35,6,Aseman,اهواز,سه شنبه 24 مرداد,1402/05/24,22:30,100Y,3891,با ضمانت-سیستمی,SYZ,AWZ,6330,898300
شیراز,,7,Iranair,اهواز,چهارشنبه 25 مرداد,1402/05/25,17:15,A321-200J,432,با ضمانت-سیستمی بیزنس,SYZ,AWZ,6329,1431500
شیراز,,موجود,Iranair,اهواز,چهارشنبه 25 مرداد,1402/05/25,17:15,A321-200Y,432,با ضمانت-سیستمی,SYZ,AWZ,6328,897500
شیراز,00:15,9,Aseman,اهواز,جمعه 27 مرداد,1402/05/27,23:10,100Y,3829,با ضمانت,SYZ,AWZ,6327,900730
شیراز,13:35,9,Aseman,اهواز,شنبه 28 مرداد,1402/05/28,12:30,100Y,3827,با ضمانت,SYZ,AWZ,6326,900730
شیراز,13:35,موجود,Aseman,اهواز,شنبه 28 مرداد,1402/05/28,12:30,100Y,3827,با ضمانت-سیستمی,SYZ,AWZ,6325,898300
شیراز,01:00,9,Aseman,اهواز,دوشنبه 30 مرداد,1402/05/30,23:55,100Y,3829,با ضمانت,SYZ,AWZ,6324,900730
شیراز,01:00,موجود,Aseman,اهواز,دوشنبه 30 مرداد,1402/05/30,23:55,100Y,3829,با ضمانت-سیستمی,SYZ,AWZ,6323,898300
شیراز,23:35,9,Aseman,اهواز,سه شنبه 31 مرداد,1402/05/31,22:30,100Y,3891,با ضمانت,SYZ,AWZ,6321,900730
شیراز,23:35,موجود,Aseman,اهواز,سه شنبه 31 مرداد,1402/05/31,22:30,100Y,3891,با ضمانت-سیستمی,SYZ,AWZ,6320,898300
تبریز,11:15,9,Airtour,کیش,جمعه 20 مرداد,1402/05/20,09:00,MD82Y,973,با ضمانت,TBZ,KIH,6319,1725300
تبریز,11:15,9,Airtour,کیش,جمعه 20 مرداد,1402/05/20,09:00,MD82Y,973,با ضمانت-سیستمی,TBZ,KIH,6318,1700000
تبریز,11:15,9,Airtour,کیش,جمعه 20 مرداد,1402/05/20,09:00,MD82Y489,973,با ضمانت,TBZ,KIH,6317,1624700
تبریز,11:15,9,Airtour,کیش,جمعه 20 مرداد,1402/05/20,09:00,MD82Y489,973,با ضمانت-سیستمی,TBZ,KIH,6316,1600000
تبریز,16:30,7,Airtour,کیش,یکشنبه 22 مرداد,1402/05/22,14:15,MD82Y493,973,با ضمانت,TBZ,KIH,6315,2027100
تبریز,16:30,7,Airtour,کیش,یکشنبه 22 مرداد,1402/05/22,14:15,MD82Y493,973,با ضمانت-سیستمی,TBZ,KIH,6314,2000000
تبریز,16:30,9,Airtour,کیش,یکشنبه 22 مرداد,1402/05/22,14:15,MD82Y491,973,با ضمانت,TBZ,KIH,6313,1825900
تبریز,16:30,9,Airtour,کیش,یکشنبه 22 مرداد,1402/05/22,14:15,MD82Y491,973,با ضمانت-سیستمی,TBZ,KIH,6312,1800000
تبریز,16:30,7,Airtour,کیش,دوشنبه 23 مرداد,1402/05/23,14:15,MD82Y,973,با ضمانت-سیستمی,TBZ,KIH,6311,2136400
,,9,Kish,,سه شنبه 24 مرداد,,01:00,MD8RR,7030,,THR,AWZ,6366,1207200
,,9,Kish,,سه شنبه 24 مرداد,,01:00,MD8C,7030,بیزنس,THR,AWZ,6367,2010000
,,9,Kish,,یکشنبه 22 مرداد,,23:59,RR,7030,,THR,AWZ,6376,1207200
,,9,Kish,,شنبه 21 مرداد,,21:00,MD8C,7046,بیزنس,THR,AWZ,6381,2010000
,,6,Sepehran,,سه شنبه 31 مرداد,,03:30,Boeing 737Y,4339,,MHD,AWZ,6398,1706400
,,6,sr,,سه شنبه 31 مرداد,,15:40,Y,4339,,MHD,AWZ,6399,1706400
,,7,Airtour,,سه شنبه 31 مرداد,,23:55,Y,955,,MHD,AWZ,6400,1706400
مشهد,22:10,1,Zagros,اهواز,سه شنبه 24 مرداد,1402/05/24,20:10,320TOR,4112,با ضمانت-خدمات گردشگری,MHD,AWZ,6404,2268400
مشهد,22:10,1,Zagros,اهواز,سه شنبه 24 مرداد,1402/05/24,20:10,320TOR,4112,با ضمانت-خدمات گردشگری,MHD,AWZ,6403,2185100
مشهد,21:40,موجود,Zagros,اهواز,چهارشنبه 25 مرداد,1402/05/25,19:50,320TOR,4112,با ضمانت-خدمات گردشگری,MHD,AWZ,6402,2268400
مشهد,22:30,9,Karun,اهواز,چهارشنبه 25 مرداد,1402/05/25,20:30,733TOR,2635,با ضمانت-خدمات گردشگری,MHD,AWZ,6401,2260000
مشهد,22:10,موجود,Zagros,اهواز,سه شنبه 31 مرداد,1402/05/31,20:10,320TOR,4112,با ضمانت-خدمات گردشگری,MHD,AWZ,6397,2268400
مشهد,07:30,موجود,Karun,اهواز,سه شنبه 31 مرداد,1402/05/31,05:30,733TOR,2635,با ضمانت-خدمات گردشگری,MHD,AWZ,6396,2260000
مشهد,22:10,1,Zagros,اهواز,سه شنبه 31 مرداد,1402/05/31,20:10,320TOR,4112,با ضمانت-خدمات گردشگری,MHD,AWZ,6395,1886300
مشهد,01:50,7,Airtour,اهواز,سه شنبه 31 مرداد,1402/05/31,23:55,MD82Y,955,با ضمانت-سیستمی,MHD,AWZ,6394,1706400
تهران,09:00,موجود,Varesh,اهواز,پنج شنبه 02 شهریور,1402/06/02,08:00,735TOR,5853,با ضمانت-خدمات گردشگری,THR,AWZ,6393,1550000
تهران,10:25,موجود,Qeshm,اهواز,پنج شنبه 02 شهریور,1402/06/02,09:10,100A,1211,با ضمانت-سیستمی,THR,AWZ,6392,1207200
تهران,10:25,9,Qeshm,اهواز,پنج شنبه 02 شهریور,1402/06/02,09:10,100A,1211,با ضمانت,THR,AWZ,6391,1180910
تهران,11:35,موجود,Qeshm,اهواز,چهارشنبه 08 شهریور,1402/06/08,10:20,100A,1211,با ضمانت-سیستمی,THR,AWZ,6390,1207200
تهران,11:35,9,Qeshm,اهواز,چهارشنبه 08 شهریور,1402/06/08,10:20,100A,1211,با ضمانت,THR,AWZ,6389,1180910
تهران,10:25,موجود,Qeshm,اهواز,پنج شنبه 09 شهریور,1402/06/09,09:10,100A,1211,با ضمانت-سیستمی,THR,AWZ,6388,1207200
تهران,10:25,9,Qeshm,اهواز,پنج شنبه 09 شهریور,1402/06/09,09:10,100A,1211,با ضمانت,THR,AWZ,6387,1180910
تهران,,2,Iranair,اهواز,شنبه 11 شهریور,1402/06/11,08:25,A319-100J,410,با ضمانت-سیستمی بیزنس,THR,AWZ,6386,1925000
تهران,07:55,موجود,Qeshm,اهواز,شنبه 11 شهریور,1402/06/11,06:40,100A,1211,با ضمانت-سیستمی,THR,AWZ,6385,1207200
تهران,07:55,9,Qeshm,اهواز,شنبه 11 شهریور,1402/06/11,06:40,100A,1211,با ضمانت,THR,AWZ,6384,1180910
تهران,11:15,موجود,Qeshm,اهواز,یکشنبه 12 شهریور,1402/06/12,10:00,100A,1211,با ضمانت-سیستمی,THR,AWZ,6383,1207200
تهران,11:15,9,Qeshm,اهواز,یکشنبه 12 شهریور,1402/06/12,10:00,100A,1211,با ضمانت,THR,AWZ,6382,1180910
تهران,22:00,9,Kish,اهواز,شنبه 21 مرداد,1402/05/21,21:00,MD8C,7046,با ضمانت-بیزنس,THR,AWZ,6380,1996700
تهران,08:10,7,Karun,اهواز,شنبه 21 مرداد,1402/05/21,07:05,100TOR,2619,با ضمانت-خدمات گردشگری,THR,AWZ,6379,1790000
تهران,06:25,موجود,Karun,اهواز,شنبه 21 مرداد,1402/05/21,05:20,733TOR,2617,با ضمانت-خدمات گردشگری,THR,AWZ,6378,1790000
تهران,20:35,موجود,Caspian,اهواز,شنبه 21 مرداد,1402/05/21,19:35,M83TOR,21,با ضمانت-خدمات گردشگری,THR,AWZ,6377,1550000
